ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
306472057,20190415,,9184-01675-1,102-020935,07534434-6942063,,J075344.34-694206.2,5270467966514084224,33130674,,STAR,tmgaia2,118.434820266962,-69.701771123723,tmgaia2,-5.06508,0.0557811,8.19181,0.050677,gaia2,2.90201,0.0261979,gaia2,282.07752548014,-20.1676337087565,209.430572073722,-79.0671901176622,11.368,0.127,11.093,0.01,,,,,,,,,,,10.269,0.023,10.061,0.022,9.992,0.023,AAA-222-111-000-0-0,,9.939,0.023,9.953,0.02,9.878,0.028,9.269,0.262,11.0873,0.000483,10.7525,0.006,rered,gaia2,6727,129.064,4.28297,0.0905851,,,1.42962,0.0590955,1.43,0.24724,0.489416,0.115967,DWARF,3.77067375,0.1953415,341.221,3.0735,0.0757973,0.01039596,202,0.0175884534,,,0.00308643561,0.00953252,0.0112594,schlegel,0.162167,0.332314,0.05119,0.067001,0.0999267,0.132007,0.0718762,0.109294,0.210384,0.180299,3.046,3.101,bj2018,95.9009,162.227,dered,11.3368,0.002011,10.6975,0.001075,1,,tycho2v3,tycho2b3,,1.05389114295703,0.785964400376881,118.434757402837,-69.7017358534409,0.0258623878402473,0.027202943177895,1,0,615601838
