time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
3155.005915006861,8119.3315,12.93912,-0.0001176212,1387837,210.6881055407598,1738.173942182008,7439.679,11.649835,1922.7719,4.6632104,8119.3315,12.93912,0,,,,,210.6881055407598,0.0012912591,1738.173942182008,0.0012223676,0.041734193,0.12712851
3155.007303873138,8095.6235,12.903133,-0.00011764317,1387838,210.6892984000768,1738.1760537015555,7418.4883,11.6174345,1908.4585,4.6419,8095.6235,12.903133,0,,,,,210.6892984000768,0.0012921111,1738.1760537015555,0.0012209691,0.043826953,0.12843633
3155.008692739423,8111.6313,12.900068,-0.00011766513,1387839,210.68728164635388,1738.1739836867266,7434.583,11.614673,1887.0237,4.624691,8111.6313,12.900068,0,,,,,210.68728164635388,0.001289037,1738.1739836867266,0.0012180704,0.041521262,0.12528053
3155.0100816057084,8121.759,12.8906765,-0.00011768709,1387840,210.69019434747614,1738.1773926470237,7440.67,11.606217,1878.573,4.620809,8121.759,12.8906765,0,,,,,210.69019434747614,0.0012874131,1738.1773926470237,0.0012177043,0.044260822,0.12740332
3155.0114704719936,8132.1055,12.879554,-0.000117709045,1387841,210.68891605958441,1738.1776349744619,7450.4717,11.596203,1861.9364,4.604369,8132.1055,12.879554,0,,,,,210.68891605958441,0.0012832386,1738.1776349744619,0.0012149223,0.041300748,0.12708575
3155.0128593382788,8125.8047,12.873185,-0.000117731004,1387842,210.68713057295943,1738.1739260510424,7443.4346,11.590469,1849.4443,4.5922217,8125.8047,12.873185,0,,,,,210.68713057295943,0.0012864094,1738.1739260510424,0.0012157714,0.0412124,0.12549134
3155.014248204564,8125.028,12.856963,-0.00011775296,1387843,210.68958692097354,1738.1768960426523,7443.8765,11.575863,1835.3412,4.5856256,8125.028,12.856963,0,,,,,210.68958692097354,0.0012823449,1738.1768960426523,0.0012124765,0.04435832,0.12702088
3155.0156370708637,8107.5054,12.83896,-0.00011777491,1387844,210.6862402715597,1738.1769873017702,7428.1113,11.559654,1824.5956,4.5881414,8107.5054,12.83896,0,,,,,210.6862402715597,0.0012809731,1738.1769873017702,0.0012134433,0.041602433,0.12654306
3155.0170259371635,8110.304,12.8219795,-0.00011779685,1387845,210.6867481823823,1738.176787095283,7429.53,11.544366,1803.3251,4.561445,8110.304,12.8219795,0,,,,,210.6867481823823,0.0012807755,1738.176787095283,0.0012126864,0.04149261,0.12882425
3155.018414803464,8134.8545,12.81349,-0.000117818796,1387846,210.6894314736062,1738.1735360272953,7451.1167,11.536722,1789.284,4.5435853,8134.8545,12.81349,0,,,,,210.6894314736062,0.0012761917,1738.1735360272953,0.0012077106,0.042135928,0.124298245
3155.0198036697634,8122.2656,12.794704,-0.00011784074,1387847,210.68932102989038,1738.1782098161439,7440.066,11.519808,1770.6182,4.531209,8122.2656,12.794704,0,,,,,210.68932102989038,0.0012766591,1738.1782098161439,0.0012071319,0.042695682,0.1286279
3155.02119253607,8134.3564,12.787391,-0.00011786268,1387848,210.68853018341017,1738.1733977567876,7450.772,11.513224,1761.5068,4.5222826,8134.3564,12.787391,0,,,,,210.68853018341017,0.001272583,1738.1733977567876,0.0012046425,0.04183365,0.123311535
3155.022581402385,8126.102,12.789532,-0.00011788461,1387849,210.6916366806106,1738.1745837234641,7443.248,11.515152,1757.789,4.523066,8126.102,12.789532,0,,,,,210.6916366806106,0.0012756457,1738.1745837234641,0.0012059142,0.044246044,0.12743373
3155.0239702686995,8095.718,12.768182,-0.00011790654,1387850,210.68526101215662,1738.1771639875742,7417.481,11.49593,1737.7892,4.5115156,8095.718,12.768182,0,,,,,210.68526101215662,0.0012779393,1738.1771639875742,0.0012076664,0.0405156,0.12778966
3155.025359135013,8112.9326,12.757634,-0.000117928466,1387851,210.68658490533323,1738.1768442557798,7432.1274,11.486432,1726.7673,4.497304,8112.9326,12.757634,0,,,,,210.68658490533323,0.0012739042,1738.1768442557798,0.00120407,0.042296782,0.12775165
3155.0267480013335,8126.131,12.740378,-0.00011795039,1387852,210.6863319243017,1738.1746936006416,7444.3154,11.470896,1712.018,4.482103,8126.131,12.740378,0,,,,,210.6863319243017,0.0012688213,1738.1746936006416,0.0012011845,0.042190097,0.12473398
3155.0281368676488,8148.887,12.73763,-0.00011797232,1387853,210.68861893623756,1738.1771996274333,7463.748,11.468421,1693.8964,4.470768,8148.887,12.73763,0,,,,,210.68861893623756,0.0012649371,1738.1771996274333,0.0011979043,0.042500716,0.12650247
3155.0295257339776,8120.437,12.72145,-0.000117994234,1387854,210.69062474680152,1738.1739559756518,7438.1333,11.453854,1691.8752,4.4689994,8120.437,12.72145,0,,,,,210.69062474680152,0.0012674518,1738.1739559756518,0.0012011123,0.043210726,0.12599468
3155.0309146003137,8104.376,12.713209,-0.00011801614,1387855,210.69065731266753,1738.174609295149,7424.602,11.446435,1686.7584,4.4646435,8104.376,12.713209,0,,,,,210.69065731266753,0.0012680773,1738.174609295149,0.0012012586,0.043202337,0.12462902
3155.0323034666426,8115.2397,12.693422,-0.00011803806,1387856,210.68705535226292,1738.1765162559295,7434.274,11.428618,1669.5425,4.444919,8115.2397,12.693422,0,,,,,210.68705535226292,0.0012661803,1738.1765162559295,0.001198686,0.04244209,0.12650405
3155.0336923329714,8131.1396,12.693209,-0.00011805997,1387857,210.68616836224297,1738.1744697227227,7448.3027,11.428426,1654.1467,4.4350886,8131.1396,12.693209,0,,,,,210.68616836224297,0.0012641812,1738.1744697227227,0.0011954518,0.041646555,0.12482631
3155.0350811993076,8134.7124,12.677245,-0.00011808188,1387858,210.6890244143294,1738.1756856301604,7451.919,11.414053,1636.0542,4.4184594,8134.7124,12.677245,0,,,,,210.6890244143294,0.0012617605,1738.1756856301604,0.001193423,0.04341288,0.1274514
3155.036470065651,8118.4927,12.666241,-0.00011810378,1387859,210.69016648658055,1738.1774066668863,7434.8687,11.404145,1636.7594,4.4182124,8118.4927,12.666241,0,,,,,210.69016648658055,0.0012616374,1738.1774066668863,0.001194903,0.043337584,0.12759036
3155.0378589319953,8109.878,12.654346,-0.00011812568,1387860,210.68874842801986,1738.1722087474377,7428.457,11.393436,1620.7993,4.40703,8109.878,12.654346,0,,,,,210.68874842801986,0.0012602287,1738.1722087474377,0.0011946001,0.040562883,0.12455077
3155.0392477983382,8129.968,12.639467,-0.00011814758,1387861,210.68838138547383,1738.1784987163694,7446.702,11.380039,1599.9825,4.3858695,8129.968,12.639467,0,,,,,210.68838138547383,0.0012566054,1738.1784987163694,0.0011896788,0.043147847,0.12810509
