,0.01,0.022375,0.03475,0.04712500000000001,0.059500000000000004,0.071875,0.08425,0.096625,0.109,0.121375,0.13375,0.146125,0.15850000000000003,0.17087500000000003,0.18325000000000002,0.19562500000000002,0.20800000000000002,0.22037500000000002,0.23275,0.245125,0.2575,0.26987500000000003,0.28225,0.294625,0.30700000000000005,0.319375,0.33175000000000004,0.344125,0.35650000000000004,0.368875,0.38125000000000003,0.393625,0.406,0.41837500000000005,0.43075,0.44312500000000005,0.4555,0.46787500000000004,0.48025,0.49262500000000004,0.505,0.517375,0.52975,0.5421250000000001,0.5545,0.566875,0.57925,0.5916250000000001,0.6040000000000001,0.616375,0.62875,0.6411250000000001,0.6535000000000001,0.665875,0.67825,0.690625,0.7030000000000001,0.7153750000000001,0.72775,0.740125,0.7525000000000001,0.7648750000000001,0.77725,0.789625,0.802,0.8143750000000001,0.8267500000000001,0.839125,0.8515,0.8638750000000001,0.8762500000000001,0.888625,0.901,0.913375,0.9257500000000001,0.9381250000000001,0.9505,0.962875,0.9752500000000001,0.9876250000000001,1.0
0.0,-3.331247284099768,-3.260991781909748,-3.192987942442885,-3.1271253025379577,-3.063299810478596,-3.0014132629627106,-2.9413740558998653,-2.883100251495185,-2.8265239591851636,-2.771594450579859,-2.718278252883997,-2.666556265193518,-2.6164190545820025,-2.5678616452152747,-2.5208787518272358,-2.475460945724854,-2.4315918781790486,-2.3892464659802313,-2.3483898409062007,-2.3089768368378243,-2.2709517994536776,-2.2342485292529943,-2.1987901939883865,-2.1644890623294306,-2.1312459101451657,-2.0989489267590122,-2.067471888419356,-2.036671245279711,-2.006381533584031,-1.9764080562937238,-1.946514774994006,-1.9164029937114755,-1.8856699792012421,-1.853714917022196,-1.8194523083085292,-1.7790547433462647,-1.7353053522865,-1.6951551281697221,-1.6584488828043167,-1.6250452246616023,-1.594816169923863,-1.5676469929028103,-1.5434363648623104,-1.522096863231547,-1.503555987751459,-1.487757916144668,-1.4746664125876388,-1.46426966971143,-1.4565886886547783,-1.451692904317714,-1.4497332262915144,-1.4510295661726875,-1.456478733530767,-1.4676029264905075,-1.4798072754553262,-1.4928191173248329,-1.5066069950454537,-1.5211405853467863,-1.5363906541862953,-1.5523290141001191,-1.5689284834058026,-1.5861628471945282,-1.6040068200456372,-1.622436010392564,-1.6414268864683401,-1.6609567437581734,-1.6810036738878178,-1.70154653487754,-1.722564922693874,-1.744039144033621,-1.765950190277223,-1.7882797125515446,-1.811009997845117,-1.8341239461213998,-1.8576050483792108,-1.881437365611689,-1.9056055086182226,-1.9300946186265335,-1.9548903486842306,-1.9799788457820817,-2.00534673367317
1.125,-3.3300599326221674,-3.2598060221883896,-3.191804986168207,-3.1259463528468863,-3.0621260583140324,-3.000245883502152,-2.9402142050730062,-2.8819490626094395,-2.825382539677179,-2.7704638789099034,-2.71715957558866,-2.665450494111049,-2.615327164262844,-2.5667845705288475,-2.5198173857744455,-2.4744161374639195,-2.430564431270647,-2.3882371368562123,-2.3473993375644735,-2.3080058177641147,-2.270000872769496,-2.233318252087464,-2.197881072070145,-2.1636015497934573,-2.1303804095479664,-2.0981057892947383,-2.0666514143280614,-2.03587368443827,-2.005607086269325,-1.9756568741071532,-1.9457869619356305,-1.9156986073921047,-1.88498903217999,-1.8530573782572541,-1.8188181047085998,-1.778443761410466,-1.734717439820167,-1.694590096064348,-1.6579065068697934,-1.62452524749944,-1.5943183028305756,-1.567170917792967,-1.5429817362014695,-1.5216633099698587,-1.503143115249085,-1.487365308081253,-1.4742936328481295,-1.4639162642416979,-1.4562541872808545,-1.4513768225230936,-1.4494350669477207,-1.4507488212188293,-1.4562148855984314,-1.4673554504708166,-1.4795756400056677,-1.4926027863131974,-1.50640542893077,-1.5209532424941676,-1.5362169921165159,-1.5521684906729796,-1.568780557937468,-1.5860269815092045,-1.6038824794622557,-1.622322664647472,-1.641324010575107,-1.660863818805939,-1.6809201877797753,-1.7014719830112401,-1.722498808585248,-1.7439809798866936,-1.765899497501563,-1.7882360222296558,-1.8109728511518,-1.8340928946975237,-1.8575796546619636,-1.8814172031236565,-1.9055901622175253,-1.9300836847202119,-1.9548834354071378,-1.9799755731435063,-2.0053467336731683
2.25,-3.326496793844591,-3.256247669837707,-3.1882550637426146,-3.1224084780139707,-3.058603811918284,-2.996742798782792,-2.9367337571523375,-2.8784946583095214,-2.821957507719481,-2.7670714605490687,-2.7138029157276984,-2.662132632940681,-2.6120510294634522,-2.5635529700681676,-2.5166330013295015,-2.471281518490138,-2.427481989736,-2.3852091426529096,-2.3444279146055296,-2.305092940766984,-2.267148364724037,-2.2305277824008445,-2.1951541553766787,-2.1609395454133207,-2.1277845215749087,-2.095577067289243,-2.0641907545895224,-2.033481831826772,-2.003284636545408,-1.9734042767560067,-1.9436045234405142,-1.9135864949205246,-1.8829472776456455,-1.8510858827199748,-1.8169166430746178,-1.776611987395328,-1.7329548911374337,-1.6928961998034984,-1.6562805850282027,-1.6229665226341072,-1.592825903796962,-1.5657438855397117,-1.541619029591316,-1.5203638115990947,-1.5019056372395392,-1.48618859782073,-1.4731763786573087,-1.462857100947197,-1.4552517016762607,-1.4504295587018206,-1.4485415314930292,-1.4499074882386438,-1.455424201593953,-1.466613839030012,-1.4788815063139866,-1.4919545214755923,-1.5058014141005718,-1.5203918528056088,-1.5356966004190011,-1.5516874710663788,-1.5683372891087355,-1.5856198498717222,-1.6035098820999096,-1.6219830120665935,-1.64101572926785,-1.6605853536294726,-1.6806700041559335,-1.701248568952161,-1.7223006765504765,-1.7438066684778257,-1.7657475730006507,-1.7881050799879001,-1.8108615168350228,-1.8339998253952574,-1.8575035398667787,-1.8813567655876264,-1.9055441586925377,-1.9300509065887683,-1.9548627092104722,-1.9799657610132306,-2.00534673367317
3.375,-3.320554611930329,-3.2503135026811774,-3.182335012069044,-3.1165085989250727,-3.052730100332762,-2.990901169237054,-2.930930026064631,-2.8727345268061506,-2.816246545116525,-2.7614150885768223,-2.7082063935781404,-2.656601043210904,-2.606589265059611,-2.5581657221264544,-2.5113247482013925,-2.4660565158304197,-2.4223442617229303,-2.3801624743606107,-2.339475845539981,-2.300238759567937,-2.262395105026983,-2.2258782198448754,-2.1906108057365943,-2.1565046638272034,-2.123460102832,-2.091364847136818,-2.060092212012527,-2.0294981922492066,-1.9994168758987632,-1.9696531263565673,-1.9399704756151759,-1.9100698093187143,-1.8795479881736454,-1.8478038050336254,-1.8137513825659604,-1.773562947609537,-1.7300212825571673,-1.6900770489393317,-1.6535747437555366,-1.6203726777192156,-1.5903425865571355,-1.5633694815852417,-1.5393517886001749,-1.5182018570777784,-1.4998469762272624,-1.4842311304970424,-1.4713179078167324,-1.461095341307694,-1.4535842889917845,-1.4488540586522045,-1.447055448327959,-1.448508273155316,-1.4541092608310837,-1.4653805416635788,-1.4777271917431243,-1.490876506589166,-1.5047970001176256,-1.519458331785145,-1.5348312614364379,-1.5508876060560992,-1.5676001983738237,-1.5849428472635374,-1.6028902998717185,-1.621418205406486,-1.6405030805176002,-1.6601222761968206,-1.680253946128647,-1.700877016422906,-1.7219711566623606,-1.7435167522006632,-1.7654948776487234,-1.7878872714899328,-1.8106763117677391,-1.8338449927915486,-1.8573769028100884,-1.8812562026036659,-1.9054676049497359,-1.9299963549186816,-1.9548282109590909,-1.9799494267341624,-2.00534673367317
4.5,-3.312227951127111,-3.241998141691713,-3.174039551677267,-3.1082415776200745,-3.044499967816125,-2.9827162604557107,-2.922798535919364,-2.864664485679247,-2.8082457953541944,-2.7534912620526413,-2.700366890453641,-2.648853011997981,-2.598939584077653,-2.55062098243418,-2.5038912380704437,-2.458740206814479,-2.4151507963623917,-2.3730971555497478,-2.332543627570046,-2.293444240847081,-2.2557425224652814,-2.219371444881247,-2.1842533419733186,-2.1502996462275257,-2.1174102984270817,-2.0854726571799573,-2.0543596755111886,-2.023926990799053,-1.9940083397385664,-1.9644082415586683,-1.9348898923225744,-1.9051538509378902,-1.8747966614306135,-1.843216810799989,-1.8093281273624915,-1.7693025556954072,-1.7259226085148347,-1.6861386906675548,-1.6497950557856969,-1.6167497847735506,-1.5868743972713943,-1.5600537023222016,-1.5361859372848221,-1.515183276989843,-1.4969728496910122,-1.4814984924134986,-1.4687236589879746,-1.4586362615079882,-1.451257049744773,-1.446655235678318,-1.444981533630452,-1.4465556867179759,-1.4522743619046947,-1.4636596396223194,-1.4761165564955823,-1.489372378532781,-1.503395599627983,-1.518155868235248,-1.533623941743506,-1.549771642756324,-1.5665718172277008,-1.5839982943966333,-1.602025848457682,-1.6206301619007315,-1.6397877904516232,-1.6594761295443967,-1.6796733822564178,-1.7003585286385436,-1.7215112963745118,-1.7431121327054278,-1.7651421775578144,-1.7875832378162728,-1.8104177626841524,-1.8336288200787088,-1.8572000740096217,-1.8811157628924398,-1.9053606787512347,-1.9299201472671137,-1.9547800086316105,-1.9799265991664532,-2.0053467336731683
5.625,-3.301509181673177,-3.231294037855564,-3.163361275260038,-3.0976002081863085,-3.0339064677392487,-2.972181440676609,-2.912333022621688,-2.854278688075307,-2.797949874764332,-2.7432951024478602,-2.690280070616959,-2.638884779444093,-2.589098830853839,-2.540916222907688,-2.4943305887894396,-2.4493313685111215,-2.4059010381480235,-2.3640133013337654,-2.3236320447159504,-2.2847108310617052,-2.247192714900512,-2.2110101914117744,-2.176085114599168,-2.1423284365367112,-2.109639619041366,-2.0779055450959607,-2.046998697239482,-2.016774249195898,-1.9870654824182996,-1.957676470769554,-1.9283699761650033,-1.8988461358014976,-1.8687010855251907,-1.8373329186554619,-1.8036550851739124,-1.7638391673907945,-1.7206673324269919,-1.6810896566941504,-1.6449500829265984,-1.6121063989392603,-1.5824298492616644,-1.5558049858800884,-1.5321298071373066,-1.5113162667924476,-1.4932912898005477,-1.4779985274193637,-1.4654012649390946,-1.4554872627788837,-1.448277135490494,-1.4438399758343312,-1.4423263944193465,-1.4440560456306013,-1.449925522128819,-1.4614568438970388,-1.4740550003745727,-1.4874472230438907,-1.5016019833211312,-1.5164889186141495,-1.5320787860805876,-1.5483434182932763,-1.5652556807670606,-1.5827894312925146,-1.6009194810159144,-1.6196215572009112,-1.6388722676053036,-1.6586490664051188,-1.6789302215986635,-1.6996947838237355,-1.7209225565230721,-1.7425940673946125,-1.7646905410654823,-1.7871938729312435,-1.810086604103819,-1.8333518974149166,-1.8569735144234634,-1.8809357933788473,-1.9052236280937098,-1.9298224476828099,-1.9547181971266314,-1.9798973186206097,-2.00534673367317
6.75,-3.2883884599504793,-3.2181914537085494,-3.1502906316233026,-3.084575204110988,-3.0209406542674238,-2.9592881776479714,-2.899525436677424,-2.8415696321116397,-2.785351889072482,-2.730820377760008,-2.677940413257669,-2.6266915787657807,-2.577063029111826,-2.529048287706866,-2.4826404882099897,-2.437828548996171,-2.3945944052112114,-2.352911203120331,-2.312742258427154,-2.2740405522294567,-2.2367485494773285,-2.200798150620836,-2.1661106124702747,-2.1325962900368616,-2.1001540506934093,-2.06867018796506,-2.0380166021557597,-2.008047894072034,-1.9785967835130411,-1.9494667957423515,-1.9204201587630534,-1.8911564920179829,-1.8612714310671663,-1.830162587560396,-1.7967429494161329,-1.7571836573228319,-1.7142664579049165,-1.6749410287418875,-1.639050935800181,-1.6064536124592987,-1.5770199712895976,-1.5506342548218408,-1.52719417436612,-1.5066114188912456,-1.4888126705325866,-1.4737413593443938,-1.4613605706008979,-1.4516578853978899,-1.4446537591038002,-1.4404171448325553,-1.4390985324377925,-1.4410174737587698,-1.4470704764094013,-1.4587794920915618,-1.4715494579788824,-1.4851075685420192,-1.4994222726712227,-1.5144631989645594,-1.5302011087186462,-1.546607850832834,-1.563656318584392,-1.581320408223033,-1.5995749793270204,-1.6183958168583161,-1.637759594852331,-1.6576438416760808,-1.6780269067887699,-1.6988879289391645,-1.7202068057356432,-1.741964164526249,-1.7641413345280221,-1.7867203201473625,-1.809683775435288,-1.8330149796237463,-1.8566978136921162,-1.880716737914609,-1.905056770342604,-1.9297034661775558,-1.9546428979927182,-1.979861636764141,-2.00534673367317
7.875,-3.272853702768208,-3.202678439472482,-3.134815905056037,-3.069155182205538,-3.005591572077802,-2.9440260352726364,-2.88436594777363,-2.8265281742616373,-2.7704434563017273,-2.7160595354840082,-2.6633412559078695,-2.6122676903163553,-2.562827446699145,-2.5150134685018677,-2.468818279671709,-2.4242301626019227,-2.3812303937268617,-2.33979144144215,-2.2998759279962764,-2.261436128990352,-2.224413795324382,-2.1887401082510847,-2.154335603537181,-2.121109916478713,-2.088961199091299,-2.0577750367693355,-2.027422631606531,-1.9977578986280746,-1.9686128865954757,-1.9397904665932133,-1.9110522312155653,-1.8820971849737365,-1.8525203704761906,-1.821718829702466,-1.7886050052860039,-1.7493495179274208,-1.7067336202877514,-1.66770652255781,-1.6321113502724518,-1.599805123560723,-1.5706583689995353,-1.544554970321559,-1.5213923070457995,-1.5010817630526552,-1.4835497416826102,-1.4687394199852857,-1.4566136554334432,-1.4471598258643616,-1.4403982072070234,-1.4363975961771644,-1.4353083484484377,-1.4374499030389278,-1.4437186752118412,-1.4556365438793863,-1.4686083920626123,-1.4823613777846367,-1.4968639302586861,-1.5120856742446516,-1.5279973821155823,-1.5445709278492625,-1.561779242906101,-1.5795962739450362,-1.5979969423222071,-1.6169571053126173,-1.636453518992019,-1.656463802714706,-1.676966405122455,-1.6979405716201508,-1.7193663132545698,-1.7412243769342097,-1.7634962169299448,-1.7861639675980334,-1.8092104172694765,-1.832618983251624,-1.856373687890656,-1.8804591356454228,-1.904860491125788,-1.9295634580506527,-1.954554259083086,-1.9798196165021944,-2.00534673367317
9.0,-3.254890555624125,-3.184740803700625,-3.1169231901343073,-3.0513266432646855,-2.98784624445982,-2.926382670597551,-2.866842951940538,-2.809143547786644,-2.7532147373681277,-2.699003746048522,-2.646474851171747,-2.595606511832856,-2.5463866793487537,-2.4988076015255896,-2.4528610719108066,-2.4085346120500346,-2.365808711458873,-2.324655029943676,-2.2850353638780847,-2.2469011500357445,-2.2101932917822293,-2.1748421182560858,-2.140767312510071,-2.1078776603335405,-2.076070471055241,-2.045230497601832,-2.0152281229892726,-1.9859164594860435,-1.9571267721004504,-1.9286611695961047,-1.9002805058515035,-1.8716830721841902,-1.8424632251952688,-1.8120173494597014,-1.7792572599848142,-1.7403529805673794,-1.6980851984087484,-1.6594025901957918,-1.6241477802286486,-1.5921773197990858,-1.5633612990010186,-1.5375831972372418,-1.5147400215049378,-1.494742814495698,-1.477517669102619,-1.4630074819746457,-1.4511748594457698,-1.4420069566137284,-1.435523854138585,-1.4317941799543483,-1.4309681464125712,-1.4333650736067596,-1.4398812811858432,-1.4520385746537685,-1.4652417847159933,-1.4792180370570782,-1.493935747417279,-1.5093645448472783,-1.5254752226877062,-1.542239691492795,-1.5596309338634535,-1.577622961144475,-1.5961907719337325,-1.6153103123456394,-1.6349584379682036,-1.655112877450762,-1.6757521976588046,-1.696855770332255,-1.7184037401841603,-1.7403769943780787,-1.7627571333236913,-1.7855264427323714,-1.8086678668759628,-1.8321649829944744,-1.8560019768004201,-1.880163619029709,-1.9046352429912219,-1.9294027230694635,-1.9544524541365735,-1.9797713318324481,-2.00534673367317
