solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
1636148068921376768,Gaia DR3 5270467966514084224,5270467966514084224,673414739,2016.0,118.43475533468623,0.011935022,-69.70173464414604,0.012937041,2.97188109826623,0.012819305,231.82857,9.748812,-5.138686804047574,0.015409872,8.284517335920986,0.01671223,0.053714633,-0.0519242,-0.15564267,0.021381754,-0.010795966,0.019519169,-0.34250286,0.3372462,-0.036994677,0.0030176912,311,311,310,1,-2.2495444,857.92316,0.110690236,17.850508,31,true,1.6012486,,,,,,,,35,24,0.023668539,42,16,0,0.0108057,4.9633408,0,0,0.9092566,,,,,,,,,false,335,690864.0227327516,125.68207,5496.918,11.088885,39,403733.5684376787,216.02425,1868.9271,11.323305,38,420146.6288821203,122.57442,3427.686,10.689393,1.192536,0,0,0,0,0,0.6339121,0.23441982,0.39949226,6.2376237,0.9490826,1,19,2,18,50.09241,1.5204501,0.09412485,984.3997,11.494166,6250.0,3.5,-0.25,444,30.720345,9.119211,15,10.534808,0.0089223515,15,,NOT_AVAILABLE,282.0774749571348,-20.167637834110845,209.4303953470436,-79.06721450370597,false,false,0,true,true,false,false,false,true,true,false,1.0615666E-13,5.3024723E-13,0.9995907,6676.5713,6665.017,6689.089,4.1715,4.1661,4.1767,-0.4934,-0.4996,-0.4876,333.1472,331.6435,334.5117,0.2346,0.2291,0.2405,0.2053,0.2004,0.2105,0.1109,0.1082,0.1137,A
