# Transit observable posteriors (photo-ring pipeline, step 1)
# Derived from a TTV-fit MCMC posterior via asterodensity profiling (Zuluaga+2015 Eq.1-4)
#
# Columns:
#   p        : Rp/R*          [dimensionless]
#   delta    : transit depth  [dimensionless = (Rp/R*)^2]
#   aR       : a/R*           [dimensionless]
#   rho_obs  : stellar density [kg/m^3]
#   P        : orbital period [days]
#   b        : impact param   [R*]
#   i_orb    : inclination    [degrees]
#   T14      : total duration [hours]
#   T23      : full duration  [hours]
#            p         delta            aR       rho_obs             P             b         i_orb           T14           T23
0.09429915 0.00889233 128.81175305 2385.77951322 130.17802962 0.04178194 89.98141529 8.44244191 6.98504679
0.09590305 0.00919739 123.57508474 2106.47633029 130.17802962 0.31168592 89.85548619 8.45533556 6.82987132
0.09730967 0.00946917 119.05510289 1883.68325347 130.17802962 0.41240265 89.80152906 8.49418749 6.70749978
0.09350252 0.00874272 125.60481604 2211.98770191 130.17802962 0.17390456 89.92067183 8.54782451 7.04402480
0.09583376 0.00918411 125.72743967 2218.47248920 130.17802962 0.26068429 89.88120238 8.41918406 6.84820330
0.09349668 0.00874163 128.24744707 2354.56139262 130.17802962 0.02322856 89.98962242 8.47764175 7.02717435
0.09647494 0.00930741 120.83097220 1969.23996969 130.17802962 0.37119121 89.82398782 8.49172124 6.77992689
0.09400481 0.00883690 128.79673975 2384.94540670 130.17802962 0.06641622 89.97045446 8.43173379 6.97675724
0.09519634 0.00906234 125.73246456 2218.73849416 130.17802962 0.24308178 89.88922854 8.44655960 6.89355021
0.09582169 0.00918180 125.24985988 2193.28757704 130.17802962 0.26498215 89.87878334 8.44275803 6.86404899
0.09479247 0.00898561 125.71413236 2217.76813752 130.17802962 0.24064491 89.89032302 8.44888106 6.90321734
0.09538649 0.00909858 127.08435035 2291.07893452 130.17802962 0.20002522 89.90981891 8.42783040 6.90381047
0.09417204 0.00886837 127.13452435 2293.79361943 130.17802962 0.16794637 89.92431150 8.45764853 6.96288675
0.09420162 0.00887395 128.71334584 2380.31575907 130.17802962 0.10168828 89.95473422 8.41772202 6.95435038
0.09462574 0.00895403 129.77832005 2439.89016659 130.17802962 0.03567110 89.98425158 8.38372474 6.93252192
0.09521835 0.00906654 125.25256675 2193.42978261 130.17802962 0.27086690 89.87609402 8.42585043 6.85442556
0.09333968 0.00871230 127.51447937 2314.42088066 130.17802962 0.11610211 89.94783211 8.47886197 7.01290005
0.09436255 0.00890429 128.61191770 2374.69301309 130.17802962 0.05678308 89.97470350 8.45082164 6.98908790
0.09488997 0.00900411 124.91981628 2175.99474985 130.17802962 0.25146443 89.88466313 8.48353675 6.92197586
0.09590515 0.00919780 127.38625938 2307.44622014 130.17802962 0.21766354 89.90209927 8.38524312 6.85060220
0.09388395 0.00881420 128.89144002 2390.21000608 130.17802962 0.02996367 89.98668033 8.43700815 6.98754811
0.09528906 0.00908001 123.79524941 2117.75526499 130.17802962 0.27670177 89.87193485 8.51352818 6.91963973
0.09706109 0.00942085 120.08625022 1933.05265601 130.17802962 0.39015526 89.81384805 8.49143723 6.74362733
0.09544353 0.00910947 130.36487025 2473.12212601 130.17802962 0.04763641 89.97906365 8.34877182 6.89087876
0.09409927 0.00885467 124.73355595 2166.27577582 130.17802962 0.23973381 89.88987932 8.51127153 6.96521770
0.09594453 0.00920535 124.79015691 2169.22611928 130.17802962 0.28498758 89.86915154 8.43354435 6.83740359
0.09369417 0.00877860 127.72210996 2325.74494658 130.17802962 0.11153481 89.94996579 8.47157495 7.00321791
0.09457260 0.00894398 128.86228490 2388.58838287 130.17802962 0.05363289 89.97615332 8.43725313 6.97536936
0.09404534 0.00884453 127.33356515 2304.58392995 130.17802962 0.13017345 89.94142636 8.48400347 7.00222939
0.09550856 0.00912189 122.05167936 2029.52829754 130.17802962 0.33271702 89.84380957 8.50478912 6.85321183
0.09446954 0.00892449 127.94303314 2337.83447961 130.17802962 0.13851776 89.93796860 8.43888722 6.95581096
0.09572663 0.00916359 122.06928959 2030.40691549 130.17802962 0.34533591 89.83790914 8.47197722 6.80873617
0.09564256 0.00914750 123.11538686 2083.05546967 130.17802962 0.31233484 89.85464459 8.48315571 6.85568865
0.09508643 0.00904143 123.60730775 2108.12459275 130.17802962 0.28981926 89.86565976 8.49652795 6.89708922
0.09473173 0.00897410 128.02774319 2342.48113886 130.17802962 0.14469036 89.93524725 8.42910229 6.94155429
0.09586603 0.00919030 122.79040142 2066.60316489 130.17802962 0.32460671 89.84853363 8.47731040 6.83449821
0.09522112 0.00906706 129.32382662 2414.34579800 130.17802962 0.11304031 89.94991848 8.37726005 6.90319891
0.09618171 0.00925092 120.83426931 1969.40117795 130.17802962 0.37593344 89.82174399 8.47477750 6.76467373
0.09608469 0.00923227 122.33286747 2043.58779239 130.17802962 0.33971892 89.84088916 8.47181156 6.80961350
0.09633360 0.00928016 123.84061076 2120.08409660 130.17802962 0.31820963 89.85277779 8.42510097 6.79206413
0.09443645 0.00891824 127.48531178 2312.83304593 130.17802962 0.14929285 89.93290323 8.45777788 6.96751759
0.09639367 0.00929174 118.55262257 1859.93312736 130.17802962 0.41056368 89.80157661 8.52814436 6.75245747
0.09373248 0.00878578 128.15025422 2349.21220697 130.17802962 0.06471119 89.97106773 8.47294796 7.01503269
0.09402685 0.00884105 126.85259103 2278.56729583 130.17802962 0.16158354 89.92701720 8.48289336 6.98874627
0.09434736 0.00890142 128.43367634 2364.83353407 130.17802962 0.10836089 89.95165892 8.43220451 6.96232608
0.09466331 0.00896114 126.75571783 2273.35107786 130.17802962 0.20069103 89.90928414 8.44293767 6.92634238
0.09480728 0.00898842 129.98209237 2451.40125291 130.17802962 0.07946133 89.96497364 8.35432708 6.89890774
0.09572236 0.00916277 125.33972200 2198.01177191 130.17802962 0.27152651 89.87587865 8.42278174 6.84382255
0.09514031 0.00905168 128.30684928 2357.83469635 130.17802962 0.17440137 89.92212056 8.38004786 6.88199045
0.09659153 0.00932992 120.51482891 1953.82336253 130.17802962 0.37743556 89.82055735 8.49630832 6.77319959
0.09543917 0.00910863 122.51606911 2052.78277633 130.17802962 0.30925190 89.85537532 8.53033586 6.90014031
0.09472616 0.00897305 126.24210561 2245.82815150 130.17802962 0.20822601 89.90549526 8.46650782 6.94025327
0.09444298 0.00891948 127.86463168 2333.53934917 130.17802962 0.12805757 89.94261776 8.45383553 6.97239151
0.09577757 0.00917334 121.01254210 1978.13071010 130.17802962 0.35423611 89.83227968 8.52176641 6.83705948
0.09460345 0.00894981 128.92144446 2391.87963447 130.17802962 0.09938919 89.95582906 8.40888326 6.94198695
0.09768789 0.00954292 117.14483106 1794.45769370 130.17802962 0.44892988 89.78042693 8.50388305 6.64478854
0.09648041 0.00930847 123.53128761 2104.23740991 130.17802962 0.33483229 89.84469926 8.40568886 6.75594068
0.09578764 0.00917527 124.59664338 2159.15022848 130.17802962 0.29063915 89.86634944 8.43306737 6.83419682
0.09364374 0.00876915 128.55967168 2371.80017382 130.17802962 0.00229282 89.99897815 8.46007988 7.01125003
0.09570082 0.00915865 121.01210239 1978.10914697 130.17802962 0.35336475 89.83269163 8.52357379 6.84081420
0.09618331 0.00925123 124.05203726 2130.96116676 130.17802962 0.31457139 89.85470910 8.41827453 6.79267472
0.09488451 0.00900307 124.43146381 2150.57435779 130.17802962 0.28078802 89.87070809 8.45805815 6.87708389
0.09440382 0.00891208 128.18820601 2351.29998796 130.17802962 0.13467456 89.93980503 8.42598312 6.94757224
0.09645362 0.00930330 118.70176096 1866.96131117 130.17802962 0.39789892 89.80793906 8.56005290 6.79648862
0.09406186 0.00884763 127.89338709 2335.11406883 130.17802962 0.10347291 89.95364450 8.46929324 6.99844963
0.09663050 0.00933745 120.47965018 1952.11287674 130.17802962 0.37829167 89.82009782 8.49653819 6.77156909
0.09643928 0.00930053 122.55454976 2054.71763836 130.17802962 0.34084165 89.84065207 8.45653909 6.79048683
0.09596923 0.00921009 120.90757956 1972.98786512 130.17802962 0.35579004 89.83139769 8.52645441 6.83582407
0.09502185 0.00902915 128.10768325 2346.87178985 130.17802962 0.15361544 89.93129593 8.41658874 6.92336384
0.09568282 0.00915520 121.77092776 2015.55511058 130.17802962 0.33909899 89.84044659 8.50910509 6.84663042
0.09520390 0.00906378 123.82645084 2119.35694921 130.17802962 0.29081264 89.86543786 8.48027576 6.88118415
0.09454402 0.00893857 125.33585783 2197.80848665 130.17802962 0.24434503 89.88830054 8.46569039 6.91793652
0.09581664 0.00918083 125.63818361 2213.75104789 130.17802962 0.27397131 89.87505859 8.39856959 6.82065932
0.09626585 0.00926711 122.53231461 2053.59947493 130.17802962 0.33081701 89.84531067 8.48277510 6.82580492
0.09535172 0.00909195 123.41373270 2098.23581837 130.17802962 0.29427300 89.86338135 8.50214417 6.89340964
0.09480429 0.00898785 128.15098163 2349.25221093 130.17802962 0.11087126 89.95042990 8.45240915 6.97173674
0.09485415 0.00899731 122.24448428 2039.16163068 130.17802962 0.30208616 89.85841259 8.56127517 6.94144946
0.09384664 0.00880719 128.93766596 2392.78262024 130.17802962 0.01063172 89.99527560 8.43646268 6.98867182
0.09551769 0.00912363 126.99073018 2286.01930547 130.17802962 0.21656426 89.90229031 8.41000519 6.87719460
0.09349386 0.00874110 128.15084541 2349.24471942 130.17802962 0.02666437 89.98807846 8.48340220 7.03175945
0.09463489 0.00895576 128.14478591 2348.91148939 130.17802962 0.16292581 89.92715300 8.40056085 6.91157801
0.09424693 0.00888248 124.00853660 2128.72019457 130.17802962 0.25584142 89.88179327 8.53221691 6.96797192
0.09465971 0.00896046 129.28233947 2412.02297330 130.17802962 0.03917099 89.98264007 8.41522954 6.95774315
0.09522697 0.00906817 127.82013156 2331.10380507 130.17802962 0.16436499 89.92632285 8.42486481 6.92239092
0.09608806 0.00923291 122.54667001 2054.32133444 130.17802962 0.34104353 89.84054744 8.45354772 6.79333381
0.09440325 0.00891197 127.50017130 2313.64188221 130.17802962 0.15637035 89.92973058 8.44874565 6.95751624
0.09586500 0.00919010 121.74171201 2014.10471940 130.17802962 0.33692522 89.84143136 8.51846989 6.85382552
0.09620658 0.00925571 123.18341376 2086.51032900 130.17802962 0.33313338 89.84505089 8.43149307 6.78285468
0.09527874 0.00907804 126.16094128 2241.49923215 130.17802962 0.22680693 89.89699596 8.44671280 6.90396257
0.09548921 0.00911819 123.69514087 2112.62177230 130.17802962 0.30290527 89.85969367 8.46428842 6.85228694
0.09601874 0.00921960 125.17726321 2189.47600132 130.17802962 0.29226448 89.86622542 8.39229285 6.79615967
0.09496482 0.00901832 127.88452267 2334.62855524 130.17802962 0.15941709 89.92857675 8.42431255 6.92797391
0.09697128 0.00940343 119.36674621 1898.51441836 130.17802962 0.40832201 89.80400594 8.48268080 6.71049987
0.09671300 0.00935341 124.23275774 2140.28796917 130.17802962 0.32971827 89.84793473 8.37319519 6.73198255
0.09696888 0.00940296 121.20331817 1987.50102619 130.17802962 0.38218818 89.81932998 8.43695001 6.71323766
0.09503309 0.00903129 129.44967981 2421.40131722 130.17802962 0.11285257 89.95005027 8.36781255 6.89812479
0.09413805 0.00886197 128.48090755 2367.44348115 130.17802962 0.03648846 89.98372805 8.46440063 7.00605412
0.09475318 0.00897816 128.11287356 2347.15705307 130.17802962 0.13992853 89.93741991 8.42851505 6.94265690
0.09399015 0.00883415 124.26322954 2141.86326432 130.17802962 0.22932791 89.89426052 8.56086984 7.01480500
0.09541436 0.00910390 123.48293638 2101.76752636 130.17802962 0.29620324 89.86256229 8.49355217 6.88364527
0.09372474 0.00878433 128.37210687 2361.43415098 130.17802962 0.07153635 89.96807148 8.45494500 6.99898352
0.09425419 0.00888385 126.79909995 2275.68603884 130.17802962 0.18401098 89.91685228 8.46014463 6.95569477
0.09556542 0.00913275 121.01903316 1978.44904522 130.17802962 0.34681782 89.83580083 8.54005289 6.86421674
0.09398476 0.00883314 128.11151288 2347.08226682 130.17802962 0.10709637 89.95210289 8.45155214 6.98384527
0.09406345 0.00884793 125.00150938 2180.26661080 130.17802962 0.21744720 89.90033070 8.53061728 6.99682041
0.09496275 0.00901792 129.00731856 2396.66248534 130.17802962 0.09970204 89.95571952 8.40584691 6.93431237
0.09737631 0.00948214 121.35551635 1994.99770325 130.17802962 0.38622784 89.81764931 8.41755735 6.68556063
0.09467070 0.00896254 128.62502021 2375.41886215 130.17802962 0.09919691 89.95581291 8.42892003 6.95762637
0.09376697 0.00879224 126.49510347 2259.35761128 130.17802962 0.16590371 89.92485413 8.49965911 7.00433448
0.09498608 0.00902236 126.67705374 2269.12120646 130.17802962 0.20517991 89.90719750 8.44411238 6.91993652
0.09690731 0.00939103 121.38670051 1996.53603446 130.17802962 0.38222587 89.81958513 8.42355068 6.70350804
0.09589221 0.00919532 123.44443635 2099.80224535 130.17802962 0.31888062 89.85199386 8.44678263 6.81562674
0.09412501 0.00885952 128.08119943 2345.41657767 130.17802962 0.03945547 89.98235001 8.48991519 7.02705340
0.09556812 0.00913326 125.42319245 2202.40601915 130.17802962 0.27508855 89.87433404 8.40863802 6.83159679
0.09513848 0.00905133 125.85436522 2225.19811444 130.17802962 0.23617472 89.89248031 8.45014785 6.90233649
0.09430433 0.00889331 126.40734503 2254.65845308 130.17802962 0.19764643 89.91041414 8.46776706 6.95372718
0.09416563 0.00886717 127.14735313 2294.48806986 130.17802962 0.14009553 89.93686943 8.48771811 6.99982557
0.09613680 0.00924228 122.58742838 2056.37178519 130.17802962 0.32393922 89.84859482 8.49532391 6.84554218
0.09604691 0.00922501 122.88325027 2071.29474117 130.17802962 0.33640336 89.84314773 8.44224436 6.79026295
0.09336496 0.00871702 128.40289554 2363.13365210 130.17802962 0.01480449 89.99339396 8.46749272 7.02105618
0.09639317 0.00929164 121.89957639 2021.95004666 130.17802962 0.34733983 89.83674157 8.48405964 6.80554737
0.09523590 0.00906988 127.68780249 2323.87129303 130.17802962 0.19094897 89.91431778 8.39962942 6.88802795
0.09364134 0.00876870 128.45537610 2366.03240132 130.17802962 0.09731913 89.95659212 8.43336094 6.97641795
0.09526678 0.00907576 126.12460730 2239.56315408 130.17802962 0.24944948 89.88668023 8.40928108 6.85733718
0.09460550 0.00895020 127.41065732 2308.77229046 130.17802962 0.16645113 89.92514794 8.44454584 6.94654589
0.09531049 0.00908409 122.48719247 2051.33161552 130.17802962 0.32073509 89.84996972 8.50326333 6.86825005
0.09483040 0.00899280 122.83819278 2069.01713716 130.17802962 0.29382468 89.86295036 8.53861090 6.93141838
0.09398855 0.00883385 127.62438501 2320.41048786 130.17802962 0.13822821 89.93794372 8.45646680 6.97731970
0.09622449 0.00925915 121.64353824 2009.23606299 130.17802962 0.34432828 89.83781643 8.50864862 6.83156320
0.09560669 0.00914064 125.32366752 2197.16726506 130.17802962 0.27032526 89.87641194 8.42534590 6.84865460
0.09673281 0.00935724 118.19309267 1843.06275409 130.17802962 0.41254225 89.80001388 8.55042493 6.76127375
0.09428699 0.00889004 127.36134859 2306.09279965 130.17802962 0.15695571 89.92939065 8.45637648 6.96521905
0.09411092 0.00885687 127.84762238 2332.60820990 130.17802962 0.10008984 89.95514405 8.47516704 7.00354617
0.09382119 0.00880242 126.22155716 2244.73166849 130.17802962 0.16553523 89.92485854 8.51895719 7.01961996
0.09487138 0.00900058 129.49108331 2423.72546145 130.17802962 0.07458765 89.96699728 8.38913935 6.92777020
0.09395718 0.00882795 128.74822397 2382.25130327 130.17802962 0.06332608 89.97181850 8.43596041 6.98146859
0.09467433 0.00896323 128.07398423 2345.02022682 130.17802962 0.13824005 89.93815627 8.43213646 6.94742313
0.09625125 0.00926430 122.83798032 2069.00640163 130.17802962 0.32967829 89.84622673 8.46445472 6.81256543
0.09564452 0.00914787 119.92055471 1925.06198950 130.17802962 0.36420307 89.82599037 8.56951721 6.86474328
0.09588213 0.00919338 120.99851298 1977.44280900 130.17802962 0.35585207 89.83149503 8.51911445 6.83124709
0.09456144 0.00894187 127.33310071 2304.55871280 130.17802962 0.16083724 89.92762842 8.45597070 6.95918393
0.09505938 0.00903629 125.62666925 2213.14245283 130.17802962 0.23939231 89.89081795 8.45915689 6.90855932
0.09657191 0.00932613 123.30705659 2092.79951364 130.17802962 0.33016160 89.84658713 8.43373585 6.78234221
0.09495542 0.00901653 129.49265297 2423.81360160 130.17802962 0.07276165 89.96780562 8.39063027 6.92818394
0.09359136 0.00875934 126.88059810 2280.07684513 130.17802962 0.11663583 89.94733047 8.52275879 7.04540568
0.09505001 0.00903451 123.58200767 2106.83037775 130.17802962 0.29713621 89.86223992 8.48158448 6.87862463
0.09643452 0.00929962 126.00247371 2233.06336569 130.17802962 0.26579218 89.87913903 8.39571800 6.81602549
0.09483050 0.00899282 129.25589700 2410.54326336 130.17802962 0.04476045 89.98015885 8.41661649 6.95585531
0.09455362 0.00894039 124.14331329 2135.66843706 130.17802962 0.25816561 89.88084891 8.52098331 6.95233441
0.09668176 0.00934736 121.43652883 1998.99573232 130.17802962 0.37230830 89.82433846 8.44787885 6.74012854
0.09720296 0.00944842 120.16589936 1936.90159267 130.17802962 0.39490985 89.81170441 8.47199036 6.71885711
0.09507189 0.00903866 124.72802095 2165.98740603 130.17802962 0.27270365 89.87472919 8.45632926 6.87986528
0.09489454 0.00900497 127.72286347 2325.78610974 130.17802962 0.17971498 89.91938081 8.40964678 6.90715490
0.09542005 0.00910499 127.06738290 2290.16138866 130.17802962 0.21781714 89.90178432 8.40216869 6.87140776
0.09675398 0.00936133 119.55664987 1907.59002973 130.17802962 0.39374974 89.81130084 8.51487919 6.76193229
0.09390905 0.00881891 124.87359215 2173.58009090 130.17802962 0.21220557 89.90263362 8.54646178 7.01544206
0.09521452 0.00906581 124.16677028 2136.87927523 130.17802962 0.28296519 89.86942783 8.47417971 6.88324706
0.09402367 0.00884045 128.46634191 2366.63839437 130.17802962 0.10116436 89.95488086 8.43290132 6.96956511
0.09484168 0.00899494 126.44492624 2256.66999708 130.17802962 0.20790286 89.90579328 8.45434440 6.92878742
0.09408447 0.00885189 128.60294499 2374.19603103 130.17802962 0.07750802 89.96546826 8.43940347 6.97981820
0.09541148 0.00910335 122.10759334 2032.31886089 130.17802962 0.31657154 89.85145695 8.54086843 6.90148529
0.09477032 0.00898141 127.34861751 2305.40131533 130.17802962 0.15775456 89.92902418 8.46012983 6.96098171
0.09407904 0.00885087 126.38761862 2253.60307018 130.17802962 0.18173453 89.91761357 8.48932768 6.98344018
0.09561921 0.00914303 123.52690179 2104.01329311 130.17802962 0.30704186 89.85758389 8.46725466 6.84858016
0.09564566 0.00914809 123.02277208 2078.35800759 130.17802962 0.30621740 89.85738427 8.50411892 6.87881988
0.09483000 0.00899273 128.29006223 2356.90935443 130.17802962 0.11681971 89.94782700 8.43862509 6.95813175
0.09560519 0.00914035 126.36521132 2252.40465721 130.17802962 0.23532666 89.89329949 8.42121836 6.87242940
0.09394083 0.00882488 128.53188955 2370.26284726 130.17802962 0.01114669 89.99503113 8.46378652 7.00995873
0.09477138 0.00898161 127.90578871 2335.79343178 130.17802962 0.13594925 89.93910112 8.44623371 6.95852448
0.09705392 0.00941946 119.08538161 1885.12082348 130.17802962 0.41286989 89.80135471 8.48813891 6.70619052
0.09659220 0.00933005 119.11706515 1886.62587445 130.17802962 0.40597033 89.80472629 8.50490239 6.73802646
0.09444953 0.00892071 124.22481829 2139.87765182 130.17802962 0.26443879 89.87803373 8.50218807 6.93350729
0.09497734 0.00902069 125.45464570 2204.06337248 130.17802962 0.23899184 89.89085113 8.47080053 6.91957680
0.09398288 0.00883278 129.17078609 2405.78459876 130.17802962 0.00209345 89.99907142 8.42266798 6.97547149
0.09470848 0.00896970 128.23492281 2353.87164220 130.17802962 0.12297251 89.94505548 8.43604830 6.95569858
0.09421047 0.00887561 126.97888934 2285.37990771 130.17802962 0.14031366 89.93668725 8.49911256 7.00848929
0.09425620 0.00888423 127.69607499 2324.32299201 130.17802962 0.14318069 89.93575644 8.44881963 6.96522818
0.09439107 0.00890967 128.42068453 2364.11595657 130.17802962 0.13251718 89.94087653 8.41268458 6.93758650
0.09497615 0.00902047 126.69506565 2270.08926708 130.17802962 0.18313331 89.91718091 8.47401237 6.95704548
0.09354083 0.00874989 127.85824561 2333.18972791 130.17802962 0.02412904 89.98918731 8.50364022 7.04803891
0.09553051 0.00912608 126.96219705 2284.47873730 130.17802962 0.24428305 89.88975934 8.36528336 6.82142937
0.09478233 0.00898369 129.00268379 2396.40418453 130.17802962 0.11531672 89.94878275 8.39287400 6.92156235
0.09601818 0.00921949 120.29885041 1943.33764797 130.17802962 0.37318172 89.82226121 8.51933030 6.80662492
0.09592476 0.00920156 120.83344700 1969.36097146 130.17802962 0.36532651 89.82677231 8.50395473 6.80628221
0.09517635 0.00905854 125.53484176 2208.29287430 130.17802962 0.25393628 89.88410001 8.43966027 6.88000560
0.09737422 0.00948174 118.20081252 1843.42391958 130.17802962 0.43196070 89.79061413 8.48758013 6.66828422
0.09510334 0.00904464 127.61513607 2319.90604400 130.17802962 0.19835633 89.91094328 8.39293711 6.88029247
0.09499714 0.00902446 126.37405184 2252.87742517 130.17802962 0.20125680 89.90875366 8.47027829 6.94355305
0.09605552 0.00922666 122.17632664 2035.75271677 130.17802962 0.34506493 89.83817822 8.46810756 6.80078560
0.09449769 0.00892981 129.15292410 2404.78670703 130.17802962 0.04744413 89.97895248 8.41989115 6.96291364
0.09386306 0.00881027 128.07713713 2345.19341857 130.17802962 0.10376067 89.95358228 8.45537895 6.98970554
0.09394699 0.00882604 128.02552987 2342.35965191 130.17802962 0.13296914 89.94049178 8.43474681 6.96196715
0.09360264 0.00876145 128.26836522 2355.71372232 130.17802962 0.07895895 89.96473008 8.45686567 7.00079983
0.09501374 0.00902761 127.35343778 2305.66311024 130.17802962 0.19729633 89.91123717 8.41099307 6.89700241
0.09513081 0.00904987 125.55066667 2209.12811120 130.17802962 0.25485271 89.88369640 8.43649204 6.87738770
0.09541504 0.00910403 123.08165388 2081.34369972 130.17802962 0.32308255 89.84960157 8.45724520 6.82695107
0.09419672 0.00887302 128.45191179 2365.84097833 130.17802962 0.09407499 89.95803799 8.44011047 6.97494960
0.09498154 0.00902149 122.66754787 2060.40637061 130.17802962 0.29203628 89.86359504 8.55578683 6.94472529
0.09701425 0.00941176 118.67579898 1865.73657591 130.17802962 0.41288595 89.80066138 8.51702130 6.72964072
0.09529931 0.00908196 123.21458537 2088.09470686 130.17802962 0.30188733 89.85961981 8.49806639 6.88355289
0.09460635 0.00895036 126.84662208 2278.24566237 130.17802962 0.20903412 89.90558063 8.42397077 6.90664226
0.09450367 0.00893094 127.89717504 2335.32155944 130.17802962 0.15397186 89.93102318 8.42597919 6.93837029
0.09629546 0.00927282 121.59638145 2006.90024503 130.17802962 0.36443319 89.82828013 8.45639090 6.76348595
0.09441324 0.00891386 128.67387713 2378.12672767 130.17802962 0.08520320 89.96206080 8.43286533 6.96805544
0.09655739 0.00932333 119.70136495 1914.52543610 130.17802962 0.39549718 89.81069255 8.49723499 6.74852250
0.09733179 0.00947348 121.18822670 1986.75870539 130.17802962 0.38915781 89.81601234 8.41970703 6.68375895
0.09455712 0.00894105 128.29709304 2357.29687967 130.17802962 0.11002213 89.95086557 8.44152453 6.96653623
0.09530278 0.00908262 123.17384890 2086.02433118 130.17802962 0.30175861 89.85963326 8.50120407 6.88616752
0.09518031 0.00905929 126.38825894 2253.63732288 130.17802962 0.24139902 89.89056615 8.40560506 6.86159084
0.09380763 0.00879987 129.34666744 2415.62526972 130.17802962 0.04201801 89.98138758 8.40367571 6.95985878
0.09531681 0.00908529 126.48669360 2258.90700963 130.17802962 0.22215876 89.89936676 8.43291677 6.89523345
0.09683345 0.00937672 120.90928255 1973.07123527 130.17802962 0.38217516 89.81889678 8.45631964 6.73084326
0.09483876 0.00899439 124.15980516 2136.51969121 130.17802962 0.25399590 89.88278893 8.53023614 6.95887906
0.09511200 0.00904629 126.50324377 2259.79382659 130.17802962 0.21253442 89.90373898 8.44548982 6.91471327
0.09416624 0.00886728 128.75947089 2382.87566923 130.17802962 0.08348830 89.96284912 8.42636985 6.96657821
0.09455930 0.00894146 128.86922666 2388.97442095 130.17802962 0.09290352 89.95869472 8.41636187 6.95048743
0.09601869 0.00921959 123.49152169 2102.20594098 130.17802962 0.31559241 89.85357592 8.45263361 6.82186324
0.09518616 0.00906041 126.59414161 2264.66859510 130.17802962 0.21834940 89.90117627 8.43085452 6.89795005
0.09689240 0.00938814 123.39818251 2097.44278193 130.17802962 0.33500662 89.84445080 8.41779247 6.75909220
0.09595652 0.00920765 120.32467178 1944.58929126 130.17802962 0.36801333 89.82476043 8.53230843 6.82492180
0.09506361 0.00903709 125.77656574 2221.07400814 130.17802962 0.23993012 89.89070308 8.44815581 6.89912320
0.09598713 0.00921353 120.50197674 1953.19833947 130.17802962 0.36930049 89.82440626 8.51622773 6.80985856
0.09504172 0.00903293 127.03170047 2288.23259496 130.17802962 0.19745203 89.91094213 8.43229580 6.91397410
0.09414051 0.00886244 128.23880476 2354.08541876 130.17802962 0.03331789 89.98511391 8.48118486 7.02021004
0.09557378 0.00913435 120.46504024 1951.40279516 130.17802962 0.35781641 89.82981452 8.54856437 6.85730591
0.09576623 0.00917117 121.99153989 2026.52969948 130.17802962 0.33321874 89.84349692 8.50988220 6.85271146
0.09598141 0.00921243 125.12532678 2186.75187113 130.17802962 0.28357577 89.87014852 8.41427019 6.82249621
0.09577346 0.00917256 122.52583263 2053.27358480 130.17802962 0.32785562 89.84668730 8.48660581 6.83986049
0.09523830 0.00907033 125.18460741 2189.86139629 130.17802962 0.25556073 89.88303225 8.46069268 6.89495508
0.09471980 0.00897184 127.60631287 2319.42488823 130.17802962 0.16763204 89.92473248 8.43107806 6.93326067
0.09610626 0.00923641 121.84097108 2019.03518707 130.17802962 0.34045813 89.83989918 8.50423115 6.83446577
0.09415634 0.00886542 128.98703860 2395.53239631 130.17802962 0.04568844 89.97970529 8.42866213 6.97520080
0.09524533 0.00907167 120.53677917 1954.89115016 130.17802962 0.35718205 89.83021735 8.54241647 6.85842638
0.09502746 0.00903022 127.73583323 2326.49470554 130.17802962 0.17860308 89.91988774 8.41127768 6.90714595
0.09631270 0.00927614 121.95108720 2024.51436184 130.17802962 0.35422332 89.83357648 8.46082721 6.77974074
0.09497014 0.00901933 125.37725874 2199.98714511 130.17802962 0.24638654 89.88740448 8.46263926 6.90758078
0.09668526 0.00934804 122.69835694 2061.95923000 130.17802962 0.34287108 89.83989116 8.44332903 6.77364998
0.09370746 0.00878109 129.15244682 2404.76004688 130.17802962 0.01868371 89.99171136 8.42052977 6.97711832
0.09654626 0.00932118 122.99244903 2076.82154520 130.17802962 0.34347012 89.83999494 8.42035995 6.75667885
0.09484433 0.00899545 127.29791129 2302.64859629 130.17802962 0.17412017 89.92162987 8.44448006 6.93932421
0.09551828 0.00912374 125.28977264 2195.38501773 130.17802962 0.26430837 89.87913008 8.43891769 6.86601763
0.09416736 0.00886749 125.02700379 2181.60089759 130.17802962 0.23340686 89.89303722 8.50299367 6.96192340
0.09420607 0.00887478 126.53481344 2261.48608598 130.17802962 0.16998086 89.92303155 8.49550618 6.99257987
0.09601384 0.00921866 118.53211073 1858.96788391 130.17802962 0.39966418 89.80681088 8.56255988 6.80304600
0.09456887 0.00894327 125.98765350 2232.27550999 130.17802962 0.20333039 89.90753080 8.48973970 6.96456471
0.09488499 0.00900316 127.35840980 2305.93316779 130.17802962 0.19283644 89.91324704 8.41594783 6.90544912
0.09696298 0.00940182 115.60492175 1724.61756470 130.17802962 0.45061311 89.77666786 8.60381961 6.73217418
0.09542276 0.00910550 124.97919583 2179.09924592 130.17802962 0.26510526 89.87846438 8.45752692 6.88193452
0.09580334 0.00917828 126.04849379 2235.51101508 130.17802962 0.26374556 89.88011345 8.39153996 6.82369215
