# Kepler-51 transit observable posteriors
# Derived from TTV-fit MCMC posterior (Kipping D.)
# Method: Kipping+2014 asterodensity profiling Eq.1-4
#
# Columns:
#   p        : Rp/R*          [dimensionless]
#   delta    : transit depth  [dimensionless = (Rp/R*)^2]
#   aR       : a/R*           [dimensionless]
#   rho_obs  : stellar density [kg/m^3]
#   P        : orbital period [days]
#   b        : impact param   [R*]
#   i_orb    : inclination    [degrees]
#   T14      : total duration [hours]
#   T23      : full duration  [hours]
#            p         delta            aR       rho_obs             P             b         i_orb           T14           T23
0.05079533 0.00258017 115.54236447 4008.66685466 85.31620000 0.94630879 89.53073398 2.57690175 0.41794562
0.06709059 0.00450115 112.96060229 3745.90889678 85.31620000 0.92976262 89.52840128 3.02158421 0.44175609
0.06709059 0.00450115 112.96060229 3745.90889678 85.31620000 0.92976262 89.52840128 3.02158421 0.44175609
0.05072849 0.00257338 120.97270834 4600.85370605 85.31620000 0.94501572 89.55241175 2.47477622 0.48376218
0.05072849 0.00257338 120.97270834 4600.85370605 85.31620000 0.94501572 89.55241175 2.47477622 0.48376218
0.04558482 0.00207798 110.39758705 3496.67248713 85.31620000 0.94789266 89.50804254 2.60546937 0.65765396
0.05248418 0.00275459 147.59091421 8355.16597474 85.31620000 0.90722530 89.64780686 2.35618613 1.20721545
0.04646364 0.00215887 152.98574153 9305.27217539 85.31620000 0.88988130 89.66672234 2.34591869 1.45941217
0.04646364 0.00215887 152.98574153 9305.27217539 85.31620000 0.88988130 89.66672234 2.34591869 1.45941217
0.04970121 0.00247021 146.88874299 8236.48204293 85.31620000 0.88537496 89.65464640 2.50216422 1.53183666
0.05116751 0.00261811 126.39420302 5247.56323050 85.31620000 0.92897723 89.57888137 2.53656120 0.99572928
0.04490498 0.00201646 111.46210091 3598.80145104 85.31620000 0.94253979 89.51549275 2.63758242 0.90260944
0.04490498 0.00201646 111.46210091 3598.80145104 85.31620000 0.94253979 89.51549275 2.63758242 0.90260944
0.05160710 0.00266329 108.32944709 3303.81554662 85.31620000 0.94242406 89.50154271 2.80742192 0.63919347
0.04966209 0.00246632 135.01645326 6396.41007861 85.31620000 0.90873885 89.61436334 2.53605828 1.34247654
0.04966209 0.00246632 135.01645326 6396.41007861 85.31620000 0.90873885 89.61436334 2.53605828 1.34247654
0.04959529 0.00245969 136.73081423 6643.17071462 85.31620000 0.90715083 89.61986407 2.51667501 1.35120046
0.05445767 0.00296564 127.85673109 5431.84042487 85.31620000 0.92637151 89.58486626 2.56777174 0.96570401
0.05445767 0.00296564 127.85673109 5431.84042487 85.31620000 0.92637151 89.58486626 2.56777174 0.96570401
0.04454205 0.00198399 113.86323198 3836.42518997 85.31620000 0.94850257 89.52270964 2.50443011 0.65873984
0.04567352 0.00208607 127.72865713 5415.53356295 85.31620000 0.92971839 89.58294864 2.44224189 1.09875480
0.04567352 0.00208607 127.72865713 5415.53356295 85.31620000 0.92971839 89.58294864 2.44224189 1.09875480
0.05195195 0.00269901 115.64876507 4019.75155404 85.31620000 0.94169689 89.53345067 2.64235436 0.61743916
0.04716939 0.00222495 134.88712863 6378.04740020 85.31620000 0.91641912 89.61073119 2.44838640 1.26062391
0.04716939 0.00222495 134.88712863 6378.04740020 85.31620000 0.91641912 89.61073119 2.44838640 1.26062391
0.05952848 0.00354364 133.50040336 6183.35166128 85.31620000 0.90396604 89.61203237 2.69829061 1.26686849
0.04872178 0.00237381 121.95938991 4714.35130681 85.31620000 0.90379051 89.57540083 2.84294767 1.58620979
0.04872178 0.00237381 121.95938991 4714.35130681 85.31620000 0.90379051 89.57540083 2.84294767 1.58620979
0.04805725 0.00230950 111.62253242 3614.36349128 85.31620000 0.94329817 89.51579984 2.66703030 0.74741282
0.05295487 0.00280422 118.97453188 4376.61381622 85.31620000 0.92793836 89.55311872 2.72626186 1.03691830
0.04403179 0.00193880 118.24730328 4296.84757789 85.31620000 0.95068551 89.53934802 2.37851462 0.55319692
0.04403179 0.00193880 118.24730328 4296.84757789 85.31620000 0.95068551 89.53934802 2.37851462 0.55319692
0.05243742 0.00274968 134.55961225 6331.70093726 85.31620000 0.90535071 89.61449676 2.59931360 1.35466878
0.05757919 0.00331536 123.92897860 4946.46367197 85.31620000 0.90789373 89.58025197 2.85270181 1.32933566
0.04841932 0.00234443 107.15941575 3197.91726868 85.31620000 0.95085063 89.49159444 2.68640695 0.22667891
0.04538549 0.00205984 105.63471259 3063.34688570 85.31620000 0.95366187 89.48273118 2.64214859 0.26307996
0.04794216 0.00229845 119.26601891 4408.86074046 85.31620000 0.93424952 89.55117893 2.59435630 1.00162993
0.04868601 0.00237033 109.33683993 3396.84527922 85.31620000 0.95099224 89.50164530 2.63485952 0.14748485
0.05496782 0.00302146 114.22137151 3872.73985387 85.31620000 0.94156601 89.52768586 2.71525018 0.46145049
0.06768395 0.00458112 119.98632404 4489.22587782 85.31620000 0.93191218 89.55498952 2.83042385 0.14905338
0.04811633 0.00231518 137.53472601 6761.03700058 85.31620000 0.89364860 89.62771109 2.59542233 1.55361421
0.05107374 0.00260853 115.21336300 3974.52079570 85.31620000 0.93720385 89.53392197 2.69183586 0.84119900
0.05564527 0.00309640 134.73085152 6355.90469856 85.31620000 0.93027557 89.60438692 2.41387297 0.78592745
0.04502755 0.00202748 133.08426882 6125.70927640 85.31620000 0.92568914 89.60146673 2.37508870 1.14932357
0.05053406 0.00255369 143.96776170 7754.82444739 85.31620000 0.89203816 89.64498754 2.51208675 1.47225716
0.04275797 0.00182824 130.87882003 5826.18573347 85.31620000 0.91778976 89.59820916 2.46503849 1.35448691
0.04865704 0.00236751 150.44918088 8850.04941442 85.31620000 0.90340606 89.65595249 2.30684407 1.29178053
0.04893914 0.00239504 137.67022597 6781.03972617 85.31620000 0.91212579 89.62038748 2.45230012 1.27515010
0.05219542 0.00272436 116.05275540 4062.02490224 85.31620000 0.94660312 89.53265250 2.58020146 0.26794365
0.05381715 0.00289629 108.91767539 3357.92741339 85.31620000 0.94389917 89.50345878 2.80422868 0.39315976
0.05381715 0.00289629 108.91767539 3357.92741339 85.31620000 0.94389917 89.50345878 2.80422868 0.39315976
0.05273908 0.00278141 123.46594059 4891.22589724 85.31620000 0.93348768 89.56680025 2.56924427 0.84965303
0.05803208 0.00336772 124.30781379 4991.96461916 85.31620000 0.92602649 89.57317325 2.68337354 0.90481136
0.04617059 0.00213172 139.43198134 7044.71469437 85.31620000 0.90334846 89.62879093 2.46661928 1.43129932
0.04989984 0.00248999 128.18715605 5474.06248123 85.31620000 0.94700250 89.57671469 2.30484442 0.38978286
0.04764245 0.00226980 132.94610663 6106.65075576 85.31620000 0.91978250 89.60359820 2.45892356 1.21070858
0.05797157 0.00336070 124.06670650 4962.97369632 85.31620000 0.92707586 89.57185913 2.67792942 0.87826292
0.05109074 0.00261026 132.65866048 6067.12630243 85.31620000 0.90529752 89.60899553 2.62400549 1.39716749
0.05109074 0.00261026 132.65866048 6067.12630243 85.31620000 0.90529752 89.60899553 2.62400549 1.39716749
0.06213457 0.00386070 124.48390469 5013.20910812 85.31620000 0.91625913 89.57827275 2.81280895 1.04797586
0.06213457 0.00386070 124.48390469 5013.20910812 85.31620000 0.91625913 89.57827275 2.81280895 1.04797586
0.05318023 0.00282814 131.21075166 5870.62693902 85.31620000 0.92198703 89.59739275 2.52867412 1.07011112
0.05249791 0.00275603 116.28104713 4086.04377379 85.31620000 0.93363611 89.53995957 2.72348275 0.90528189
0.05249791 0.00275603 116.28104713 4086.04377379 85.31620000 0.93363611 89.53995957 2.72348275 0.90528189
0.04975153 0.00247522 136.36363890 6589.79582417 85.31620000 0.90212243 89.62095332 2.56576452 1.42711232
0.05202129 0.00270621 118.57750682 4332.94480779 85.31620000 0.92675771 89.55219293 2.73663044 1.09636957
0.05202129 0.00270621 118.57750682 4332.94480779 85.31620000 0.92675771 89.55219293 2.73663044 1.09636957
0.05461945 0.00298328 140.85223802 7262.18768588 85.31620000 0.89288292 89.63679125 2.59706044 1.43751346
0.05152102 0.00265442 107.67068107 3243.90848367 85.31620000 0.94173475 89.49885972 2.83184128 0.68349239
0.05256166 0.00276273 119.04069375 4383.91939667 85.31620000 0.92629227 89.55415941 2.73695565 1.08988120
0.05256166 0.00276273 119.04069375 4383.91939667 85.31620000 0.92629227 89.55415941 2.73695565 1.08988120
0.04759051 0.00226486 147.50337856 8340.30853071 85.31620000 0.89718999 89.65149601 2.38979074 1.41216158
0.04881710 0.00238311 120.20686491 4514.02567146 85.31620000 0.94891246 89.54770267 2.42236347 0.35613877
0.04888817 0.00239005 118.12432976 4283.45575056 85.31620000 0.93741351 89.54530619 2.59644447 0.88748785
0.06047647 0.00365740 133.08022360 6125.15070361 85.31620000 0.91167994 89.60748622 2.65312570 1.11193504
0.05131767 0.00263350 124.44947244 5009.05029834 85.31620000 0.93034708 89.57166988 2.56429542 0.97212565
0.05131767 0.00263350 124.44947244 5009.05029834 85.31620000 0.93034708 89.57166988 2.56429542 0.97212565
0.04952280 0.00245251 117.01177272 4163.56059611 85.31620000 0.94599524 89.53678058 2.53182920 0.51355245
0.04952280 0.00245251 117.01177272 4163.56059611 85.31620000 0.94599524 89.53678058 2.53182920 0.51355245
0.05844412 0.00341572 122.03591208 4723.23079012 85.31620000 0.92985669 89.56342868 2.70059450 0.79027919
0.05844412 0.00341572 122.03591208 4723.23079012 85.31620000 0.92985669 89.56342868 2.70059450 0.79027919
0.04846401 0.00234876 130.66002609 5797.01513940 85.31620000 0.91960013 89.59674245 2.51215937 1.21941939
0.04846401 0.00234876 130.66002609 5797.01513940 85.31620000 0.91960013 89.59674245 2.51215937 1.21941939
0.04745051 0.00225155 116.05744101 4062.51693305 85.31620000 0.94818293 89.53189142 2.49965200 0.51164035
0.04745051 0.00225155 116.05744101 4062.51693305 85.31620000 0.94818293 89.53189142 2.49965200 0.51164035
0.05141006 0.00264299 111.95022227 3646.28905128 85.31620000 0.94257118 89.51758927 2.71229622 0.62115640
0.05070087 0.00257058 132.57873773 6056.16713933 85.31620000 0.92767483 89.59908891 2.42540090 0.99044400
0.05057027 0.00255735 119.62619557 4448.92502153 85.31620000 0.93087670 89.55414578 2.65342961 1.01765740
0.04659363 0.00217097 140.06771354 7141.51463958 85.31620000 0.89727969 89.63295831 2.50696908 1.49973725
0.04834805 0.00233753 105.04105114 3011.98905996 85.31620000 0.94729644 89.48327989 2.78654468 0.56432276
0.04752292 0.00225843 104.96526408 3005.47431755 85.31620000 0.94615261 89.48353118 2.79157220 0.68045145
0.04752292 0.00225843 104.96526408 3005.47431755 85.31620000 0.94615261 89.48353118 2.79157220 0.68045145
0.05276160 0.00278379 120.71336200 4571.32659166 85.31620000 0.91120705 89.56749764 2.84695420 1.39722188
0.05276160 0.00278379 120.71336200 4571.32659166 85.31620000 0.91120705 89.56749764 2.84695420 1.39722188
0.05220549 0.00272541 131.41516508 5898.10728131 85.31620000 0.91268867 89.60207310 2.59682020 1.26753714
0.06335302 0.00401360 119.83856638 4472.66146516 85.31620000 0.93083563 89.55495555 2.79595549 0.56659993
0.04937891 0.00243828 120.79859785 4581.01688792 85.31620000 0.93204889 89.55791708 2.60158951 1.00893416
0.04937891 0.00243828 120.79859785 4581.01688792 85.31620000 0.93204889 89.55791708 2.60158951 1.00893416
0.05750002 0.00330625 126.02752529 5202.02503748 85.31620000 0.92232991 89.58067824 2.67543608 1.00302689
0.05750002 0.00330625 126.02752529 5202.02503748 85.31620000 0.92232991 89.58067824 2.67543608 1.00302689
0.04827468 0.00233044 106.22843661 3115.29072911 85.31620000 0.94541505 89.49007056 2.77857340 0.67134080
0.05015360 0.00251538 105.74912616 3073.31145656 85.31620000 0.94981516 89.48537512 2.76108766 0.04747961
0.05015360 0.00251538 105.74912616 3073.31145656 85.31620000 0.94981516 89.48537512 2.76108766 0.04747961
0.04825679 0.00232872 120.40054201 4535.87981663 85.31620000 0.93709452 89.55405431 2.54317398 0.90048073
0.05011044 0.00251106 130.92256584 5832.02983612 85.31620000 0.93688958 89.58998453 2.36130775 0.77968895
0.04998062 0.00249806 137.12899308 6701.37735914 85.31620000 0.91590372 89.61731063 2.44022713 1.19921573
0.04998062 0.00249806 137.12899308 6701.37735914 85.31620000 0.91590372 89.61731063 2.44022713 1.19921573
0.05122884 0.00262439 130.30924795 5750.45127642 85.31620000 0.91445292 89.59792015 2.59352770 1.26480521
0.04895124 0.00239622 123.49420317 4894.58561724 85.31620000 0.93272578 89.56725290 2.53295136 0.98055358
0.04960889 0.00246104 108.07301653 3280.40929521 85.31620000 0.94812166 89.49733922 2.71561207 0.39587564
0.05681068 0.00322745 118.08926175 4279.64194706 85.31620000 0.93139664 89.54809058 2.75613938 0.82064435
0.05035056 0.00253518 130.74243890 5807.99132902 85.31620000 0.90069224 89.60528293 2.69383918 1.50044905
0.05035056 0.00253518 130.74243890 5807.99132902 85.31620000 0.90069224 89.60528293 2.69383918 1.50044905
0.06081978 0.00369905 116.26143598 4083.97675180 85.31620000 0.93172458 89.54082403 2.84335804 0.66212446
0.06081978 0.00369905 116.26143598 4083.97675180 85.31620000 0.93172458 89.54082403 2.84335804 0.66212446
0.04712039 0.00222033 114.24743292 3875.39133926 85.31620000 0.93753727 89.52981410 2.66058342 0.97159611
0.04712039 0.00222033 114.24743292 3875.39133926 85.31620000 0.93753727 89.52981410 2.66058342 0.97159611
0.05669975 0.00321486 136.32104509 6583.62269424 85.31620000 0.90822734 89.61826893 2.58247917 1.21840271
0.05669975 0.00321486 136.32104509 6583.62269424 85.31620000 0.90822734 89.61826893 2.58247917 1.21840271
0.04579908 0.00209756 120.70954288 4570.89272339 85.31620000 0.94023414 89.55370560 2.47239916 0.87831943
0.05312525 0.00282229 114.76981606 3928.79410670 85.31620000 0.94616443 89.52764721 2.62622145 0.20825149
0.05312525 0.00282229 114.76981606 3928.79410670 85.31620000 0.94616443 89.52764721 2.62622145 0.20825149
0.05892831 0.00347255 136.98386496 6680.12300535 85.31620000 0.90210819 89.62267552 2.63862573 1.27510507
0.05892831 0.00347255 136.98386496 6680.12300535 85.31620000 0.90210819 89.62267552 2.63862573 1.27510507
0.04614628 0.00212948 110.48892093 3505.35824631 85.31620000 0.95211106 89.50626162 2.55718630 0.33998076
0.05665401 0.00320968 122.99897720 4835.93787532 85.31620000 0.94288579 89.56077760 2.52743922 0.15612681
0.05665401 0.00320968 122.99897720 4835.93787532 85.31620000 0.94288579 89.56077760 2.52743922 0.15612681
0.05279830 0.00278766 139.80832393 7101.91222995 85.31620000 0.88714128 89.63643229 2.64282741 1.54740306
0.04754284 0.00226032 145.46037097 7998.53197656 85.31620000 0.91661620 89.63894917 2.27227049 1.15973840
0.04951473 0.00245171 121.44899231 4655.41026683 85.31620000 0.92806179 89.56216565 2.63016792 1.10147453
0.04951473 0.00245171 121.44899231 4655.41026683 85.31620000 0.92806179 89.56216565 2.63016792 1.10147453
0.05145858 0.00264799 114.14498586 3864.97535294 85.31620000 0.93340065 89.53146857 2.76416712 0.96389103
0.05172735 0.00267572 121.85222562 4701.93488766 85.31620000 0.91810095 89.56829835 2.74431111 1.26932007
0.05172735 0.00267572 121.85222562 4701.93488766 85.31620000 0.91810095 89.56829835 2.74431111 1.26932007
0.04583101 0.00210048 117.97058434 4266.75203862 85.31620000 0.94610440 89.54049249 2.46250600 0.68396298
0.04583101 0.00210048 117.97058434 4266.75203862 85.31620000 0.94610440 89.54049249 2.46250600 0.68396298
0.05279884 0.00278772 145.27481994 7967.96192880 85.31620000 0.89328459 89.64769008 2.49972521 1.41331322
0.04507237 0.00203152 126.63014918 5277.00576260 85.31620000 0.92928143 89.57952840 2.46103773 1.13147179
0.05595003 0.00313041 127.44133070 5379.06888063 85.31620000 0.92523248 89.58402520 2.60270146 0.95920736
0.05241220 0.00274704 130.88553356 5827.08235581 85.31620000 0.91553497 89.59921684 2.58455222 1.21693128
0.05241220 0.00274704 130.88553356 5827.08235581 85.31620000 0.91553497 89.59921684 2.58455222 1.21693128
0.04767399 0.00227281 124.49306486 5014.31588310 85.31620000 0.93214356 89.57099304 2.50392745 1.02103708
0.05270254 0.00277756 120.27179895 4521.34486133 85.31620000 0.93396969 89.55506561 2.63203642 0.85811680
0.05488688 0.00301257 137.25551534 6719.94358478 85.31620000 0.91431531 89.61832648 2.49843283 1.13637738
0.05241602 0.00274744 105.43011320 3045.58153929 85.31620000 0.94545864 89.48618555 2.85783093 0.39213907
0.05241602 0.00274744 105.43011320 3045.58153929 85.31620000 0.94545864 89.48618555 2.85783093 0.39213907
0.04457952 0.00198733 117.03626338 4166.17545273 85.31620000 0.94000809 89.53980866 2.53705096 0.95186492
0.04457952 0.00198733 117.03626338 4166.17545273 85.31620000 0.94000809 89.53980866 2.53705096 0.95186492
0.05486247 0.00300989 123.18532159 4857.95063998 85.31620000 0.93430186 89.56543470 2.59110851 0.75507242
0.05113763 0.00261506 131.73565241 5941.36444160 85.31620000 0.93089299 89.59512340 2.41540208 0.90932198
0.04847664 0.00234998 109.14975323 3379.43803342 85.31620000 0.94806093 89.50232986 2.67379007 0.48429098
0.05368225 0.00288178 111.96297243 3647.53503535 85.31620000 0.94086034 89.51851974 2.76155354 0.59079040
0.04695575 0.00220484 107.50142172 3228.63415398 85.31620000 0.94370626 89.49701986 2.74877638 0.80691375
0.04695575 0.00220484 107.50142172 3228.63415398 85.31620000 0.94370626 89.49701986 2.74877638 0.80691375
0.05028267 0.00252835 114.47806320 3898.90840288 85.31620000 0.94255973 89.52824757 2.63801393 0.66261506
0.05028267 0.00252835 114.47806320 3898.90840288 85.31620000 0.94255973 89.52824757 2.63801393 0.66261506
0.05168260 0.00267109 104.59603390 2973.86920925 85.31620000 0.94514413 89.48226042 2.87422131 0.48303375
0.05673593 0.00321897 136.19517614 6565.40301021 85.31620000 0.92414446 89.61121983 2.45261337 0.90427483
0.05673593 0.00321897 136.19517614 6565.40301021 85.31620000 0.92414446 89.61121983 2.45261337 0.90427483
0.05667803 0.00321240 133.60864734 6198.40450226 85.31620000 0.90256547 89.61294732 2.68060408 1.33804141
0.05667803 0.00321240 133.60864734 6198.40450226 85.31620000 0.90256547 89.61294732 2.68060408 1.33804141
0.05167356 0.00267016 124.77368209 5048.30036777 85.31620000 0.93017399 89.57286235 2.56333615 0.96461788
0.04739560 0.00224634 115.81945643 4037.57664870 85.31620000 0.94244436 89.53376849 2.57175569 0.78087925
0.04824595 0.00232767 120.61754045 4560.44915494 85.31620000 0.94787635 89.54973486 2.41875286 0.46378575
0.04824595 0.00232767 120.61754045 4560.44915494 85.31620000 0.94787635 89.54973486 2.41875286 0.46378575
0.05290825 0.00279928 104.94008872 3003.31229474 85.31620000 0.94577822 89.48361170 2.87407727 0.30970533
0.05857210 0.00343069 110.74948960 3530.21709071 85.31620000 0.92665820 89.52059171 3.01174791 0.97757638
0.05857210 0.00343069 110.74948960 3530.21709071 85.31620000 0.92665820 89.52059171 3.01174791 0.97757638
0.05733338 0.00328712 112.72839733 3722.85576706 85.31620000 0.93857713 89.52294958 2.81497617 0.50714442
0.05733338 0.00328712 112.72839733 3722.85576706 85.31620000 0.93857713 89.52294958 2.81497617 0.50714442
0.05246592 0.00275267 119.71014384 4458.29776149 85.31620000 0.93604325 89.55198555 2.61974455 0.80101902
0.05057381 0.00255771 113.57446733 3807.31087019 85.31620000 0.94182445 89.52486518 2.67134354 0.68811100
0.05057381 0.00255771 113.57446733 3807.31087019 85.31620000 0.94182445 89.52486518 2.67134354 0.68811100
0.04859322 0.00236130 121.59465436 4672.18101732 85.31620000 0.93246151 89.56061693 2.57108210 1.01266774
0.04859322 0.00236130 121.59465436 4672.18101732 85.31620000 0.93246151 89.56061693 2.57108210 1.01266774
0.05357555 0.00287034 108.82759518 3349.60279460 85.31620000 0.94132670 89.50440217 2.83415257 0.58753219
0.05357555 0.00287034 108.82759518 3349.60279460 85.31620000 0.94132670 89.50440217 2.83415257 0.58753219
0.05275018 0.00278258 135.24212634 6428.53753351 85.31620000 0.92261852 89.60912654 2.44347315 1.03428520
0.05009514 0.00250952 119.08210099 4388.49570871 85.31620000 0.91808475 89.55826357 2.78995421 1.33443568
0.05009514 0.00250952 119.08210099 4388.49570871 85.31620000 0.91808475 89.55826357 2.78995421 1.33443568
0.04337342 0.00188125 106.01596583 3096.63512405 85.31620000 0.95606174 89.48329438 2.56879949 0.20207950
0.04337342 0.00188125 106.01596583 3096.63512405 85.31620000 0.95606174 89.48329438 2.56879949 0.20207950
0.05841902 0.00341278 140.61382848 7225.37366111 85.31620000 0.90682692 89.63049356 2.53000685 1.17483219
0.05719734 0.00327154 130.37765851 5759.51275398 85.31620000 0.92425588 89.59382301 2.56580631 0.93028065
0.05719734 0.00327154 130.37765851 5759.51275398 85.31620000 0.92425588 89.59382301 2.56580631 0.93028065
0.04661356 0.00217282 109.70618173 3431.38550675 85.31620000 0.95153645 89.50303889 2.58959163 0.35269671
0.04661356 0.00217282 109.70618173 3431.38550675 85.31620000 0.95153645 89.50303889 2.58959163 0.35269671
0.04920112 0.00242075 107.60615507 3238.07984824 85.31620000 0.94698776 89.49576209 2.73607811 0.51513718
0.04920112 0.00242075 107.60615507 3238.07984824 85.31620000 0.94698776 89.49576209 2.73607811 0.51513718
0.06055257 0.00366661 112.88210352 3738.10498310 85.31620000 0.93874188 89.52351555 2.84947775 0.21019267
0.04555299 0.00207508 128.58827637 5525.61138451 85.31620000 0.94505839 89.57890139 2.26708973 0.67689984
0.05064614 0.00256503 136.00435789 6537.84599283 85.31620000 0.91621106 89.61401660 2.46430047 1.19165326
0.05396255 0.00291196 133.90816946 6240.18453157 85.31620000 0.89524966 89.61694339 2.70727523 1.48845703
0.05396255 0.00291196 133.90816946 6240.18453157 85.31620000 0.89524966 89.61694339 2.70727523 1.48845703
0.05244741 0.00275073 104.41612215 2958.54986375 85.31620000 0.94265427 89.48273462 2.92155847 0.60064929
0.05297650 0.00280651 106.04677208 3099.33538083 85.31620000 0.94692906 89.48837896 2.83053767 0.08220204
0.05065696 0.00256613 117.85489263 4254.21135577 85.31620000 0.94125630 89.54239840 2.58169793 0.68382592
0.05065696 0.00256613 117.85489263 4254.21135577 85.31620000 0.94125630 89.54239840 2.58169793 0.68382592
0.04589325 0.00210619 146.39199504 8153.20197824 85.31620000 0.91877498 89.64040196 2.22501804 1.14530771
0.04595213 0.00211160 122.03904086 4723.59408509 85.31620000 0.93667056 89.56024075 2.48600174 0.96808095
0.05903539 0.00348518 127.21092507 5349.94657718 85.31620000 0.92115795 89.58510699 2.67720407 0.98398793
0.04742770 0.00224939 115.23260973 3976.51299454 85.31620000 0.93085539 89.53715649 2.71628182 1.14394562
0.06906938 0.00477058 122.64540608 4794.35368716 85.31620000 0.92694936 89.56695654 2.83051398 0.45706002
0.06906938 0.00477058 122.64540608 4794.35368716 85.31620000 0.92694936 89.56695654 2.83051398 0.45706002
0.05404477 0.00292084 115.17154895 3970.19498144 85.31620000 0.93953644 89.53259229 2.70395130 0.62258848
0.05404477 0.00292084 115.17154895 3970.19498144 85.31620000 0.93953644 89.53259229 2.70395130 0.62258848
0.04562140 0.00208131 130.09552017 5722.20271002 85.31620000 0.92192058 89.59397064 2.47167164 1.23638515
0.04562140 0.00208131 130.09552017 5722.20271002 85.31620000 0.92192058 89.59397064 2.47167164 1.23638515
0.04843060 0.00234552 106.00259122 3095.46328921 85.31620000 0.94665046 89.48831631 2.77081044 0.59415885
0.06153898 0.00378705 133.74978692 6218.06860395 85.31620000 0.91167026 89.60945536 2.65004431 1.08493523
0.06153898 0.00378705 133.74978692 6218.06860395 85.31620000 0.91167026 89.60945536 2.65004431 1.08493523
0.06413972 0.00411390 123.77293292 4927.80210968 85.31620000 0.92816604 89.57033825 2.74085528 0.63064992
0.04465354 0.00199394 111.02486562 3556.61602941 85.31620000 0.95083715 89.50930252 2.54011783 0.54428443
0.05138046 0.00263995 125.97304881 5195.28209346 85.31620000 0.92743972 89.57817278 2.56234935 1.03136315
0.05138046 0.00263995 125.97304881 5195.28209346 85.31620000 0.92743972 89.57817278 2.56234935 1.03136315
0.05181157 0.00268444 109.89826640 3449.44113325 85.31620000 0.93911374 89.51038437 2.80934121 0.77616576
0.05535536 0.00306422 107.43034975 3222.23478602 85.31620000 0.94163720 89.49779063 2.89125994 0.45696644
0.05685093 0.00323203 113.49428121 3799.25242177 85.31620000 0.94194031 89.52447098 2.75232015 0.27413816
0.05685093 0.00323203 113.49428121 3799.25242177 85.31620000 0.94194031 89.52447098 2.75232015 0.27413816
0.04905444 0.00240634 118.64426145 4340.26677820 85.31620000 0.92634530 89.55264406 2.70474653 1.18057938
0.04905444 0.00240634 118.64426145 4340.26677820 85.31620000 0.92634530 89.55264406 2.70474653 1.18057938
0.05194135 0.00269790 109.11054235 3375.79726077 85.31620000 0.94362370 89.50448116 2.77732223 0.54715589
0.05194135 0.00269790 109.11054235 3375.79726077 85.31620000 0.94362370 89.50448116 2.77732223 0.54715589
0.04428691 0.00196133 129.18393934 5602.75696703 85.31620000 0.93138308 89.58690854 2.38291280 1.08109536
0.04428691 0.00196133 129.18393934 5602.75696703 85.31620000 0.93138308 89.58690854 2.38291280 1.08109536
0.04598154 0.00211430 113.03180548 3752.99691201 85.31620000 0.94507593 89.52093579 2.58468776 0.75146882
0.04598154 0.00211430 113.03180548 3752.99691201 85.31620000 0.94507593 89.52093579 2.58468776 0.75146882
0.05593248 0.00312844 123.00328915 4836.44649108 85.31620000 0.92174486 89.57064087 2.72975430 1.08142264
0.04927992 0.00242851 141.56309149 7372.69601485 85.31620000 0.90772817 89.63260657 2.42329732 1.30142957
0.04927992 0.00242851 141.56309149 7372.69601485 85.31620000 0.90772817 89.63260657 2.42329732 1.30142957
0.04627104 0.00214101 130.45165674 5769.32507310 85.31620000 0.90446772 89.60274481 2.62783235 1.51165469
0.04532663 0.00205450 136.58699411 6622.22992627 85.31620000 0.91781045 89.61499218 2.38754883 1.25371128
0.04532663 0.00205450 136.58699411 6622.22992627 85.31620000 0.91781045 89.61499218 2.38754883 1.25371128
0.05255383 0.00276191 117.84293774 4252.91687960 85.31620000 0.94589925 89.54009449 2.55353111 0.29933126
0.04653374 0.00216539 134.49583869 6322.70261095 85.31620000 0.93062224 89.60354794 2.31995237 1.00538284
0.04599545 0.00211558 117.74166699 4241.96180433 85.31620000 0.95052679 89.53744697 2.41682569 0.45052743
0.04599545 0.00211558 117.74166699 4241.96180433 85.31620000 0.95052679 89.53744697 2.41682569 0.45052743
0.04576654 0.00209458 109.84251500 3444.19409069 85.31620000 0.94610117 89.50649096 2.64388221 0.73766644
0.05079035 0.00257966 116.96427445 4158.49234530 85.31620000 0.94196572 89.53856642 2.59504884 0.65223911
0.05079035 0.00257966 116.96427445 4158.49234530 85.31620000 0.94196572 89.53856642 2.59504884 0.65223911
0.06199607 0.00384351 129.73533388 5674.80619806 85.31620000 0.91328298 89.59665813 2.72292362 1.07476873
0.06199607 0.00384351 129.73533388 5674.80619806 85.31620000 0.91328298 89.59665813 2.72292362 1.07476873
0.04722072 0.00222980 116.21444555 4079.02678002 85.31620000 0.94015891 89.53647995 2.58705589 0.86686461
0.04589964 0.00210678 126.65895059 5280.60726932 85.31620000 0.93752187 89.57589624 2.38587381 0.91129419
0.04787775 0.00229228 113.46130766 3795.94198743 85.31620000 0.94531780 89.52262716 2.59731817 0.65274090
0.05558528 0.00308972 131.60972902 5924.34303950 85.31620000 0.91010529 89.60378607 2.64835174 1.24921752
0.05558528 0.00308972 131.60972902 5924.34303950 85.31620000 0.91010529 89.60378607 2.64835174 1.24921752
0.05030193 0.00253028 120.83910302 4585.62663730 85.31620000 0.93225229 89.55796882 2.60942218 0.97734468
0.04584972 0.00210220 110.20198736 3478.11944641 85.31620000 0.95121708 89.50544086 2.57120997 0.44216053
