# Transit observable posteriors (photo-ring pipeline, step 1)
# Derived from a TTV-fit MCMC posterior via asterodensity profiling (Zuluaga+2015 Eq.1-4)
#
# Columns:
#   p        : Rp/R*          [dimensionless]
#   delta    : transit depth  [dimensionless = (Rp/R*)^2]
#   aR       : a/R*           [dimensionless]
#   rho_obs  : stellar density [kg/m^3]
#   P        : orbital period [days]
#   b        : impact param   [R*]
#   i_orb    : inclination    [degrees]
#   T14      : total duration [hours]
#   T23      : full duration  [hours]
#            p         delta            aR       rho_obs             P             b         i_orb           T14           T23
0.06966145 0.00485272 64.23764195 2459.17504901 45.15535633 0.03482714 89.96893647 5.74139194 4.99266902
0.07025401 0.00493563 64.38906947 2476.60713253 45.15535633 0.07891812 89.92977572 5.71849400 4.96327045
0.07091450 0.00502887 64.22217922 2457.39962313 45.15535633 0.14229566 89.87305091 5.70155356 4.93177028
0.07149580 0.00511165 64.54234551 2494.33571035 45.15535633 0.18103660 89.83928928 5.64479905 4.86754353
0.07063627 0.00498948 62.57517986 2273.14423066 45.15535633 0.24968679 89.77137840 5.73971534 4.93519459
0.07034368 0.00494823 64.10630840 2444.12255120 45.15535633 0.15468483 89.86174845 5.69942238 4.93300747
0.07105328 0.00504857 61.33119754 2140.25246979 45.15535633 0.34002516 89.68234590 5.71292268 4.86256007
0.07098982 0.00503955 64.23552188 2458.93157277 45.15535633 0.15926465 89.85794150 5.68782003 4.91534830
0.07142206 0.00510111 65.24242109 2576.38569744 45.15535633 0.09176148 89.91941520 5.64445901 4.88588188
0.07048164 0.00496766 65.08695034 2558.01120126 45.15535633 0.05311803 89.95324041 5.66683151 4.91857465
0.07077724 0.00500942 65.05925599 2554.74730714 45.15535633 0.13206494 89.88369420 5.63446043 4.87714465
0.07148524 0.00511014 65.77035597 2639.43669367 45.15535633 0.02369742 89.97935601 5.61874903 4.86857898
0.07134591 0.00509024 64.70967847 2513.78655137 45.15535633 0.08460929 89.92508452 5.69367425 4.93015393
0.07039552 0.00495553 65.21079514 2572.64084216 45.15535633 0.02973784 89.97387161 5.66040226 4.91520646
0.07053501 0.00497519 65.23493260 2575.49865069 45.15535633 0.03302920 89.97099048 5.65853530 4.91206165
0.07147909 0.00510926 63.31101199 2354.28176711 45.15535633 0.27737886 89.74897433 5.63943595 4.82839969
0.07164168 0.00513253 64.45717694 2484.47433386 45.15535633 0.16105652 89.85683722 5.67033790 4.89322329
0.07001238 0.00490173 64.62387470 2503.80010887 45.15535633 0.02727358 89.97581913 5.71011953 4.96229972
0.07250063 0.00525634 59.07141568 1912.28584366 45.15535633 0.42667392 89.58614793 5.74657107 4.80948947
0.07108382 0.00505291 64.22506409 2457.73079815 45.15535633 0.16324580 89.85436674 5.68600090 4.91186729
0.07153868 0.00511778 63.65523961 2392.89225782 45.15535633 0.24538543 89.77912919 5.65288086 4.85282038
0.07072721 0.00500234 64.84354728 2529.42011361 45.15535633 0.02950298 89.97393116 5.69426349 4.94132030
0.07125996 0.00507798 63.98369505 2430.12505707 45.15535633 0.21087661 89.81116499 5.66286661 4.87661487
0.07096201 0.00503561 64.17948382 2452.50178539 45.15535633 0.15783408 89.85909460 5.69378653 4.92112380
0.07118526 0.00506734 64.83316391 2528.20520357 45.15535633 0.13252785 89.88287951 5.65599276 4.89160597
0.07064840 0.00499120 63.58383425 2384.84859553 45.15535633 0.17201915 89.84499231 5.73341356 4.95507810
0.07155866 0.00512064 59.96902572 2000.79066461 45.15535633 0.37706386 89.63974219 5.77011676 4.88068233
0.07119857 0.00506924 65.36961483 2591.48351626 45.15535633 0.02367829 89.97924623 5.65168612 4.89994325
0.07054040 0.00497595 64.05843883 2438.65140097 45.15535633 0.17351112 89.84480629 5.68902790 4.91743566
0.07051181 0.00497192 65.03996684 2552.47564123 45.15535633 0.12046420 89.89387919 5.64202012 4.88844930
0.07110334 0.00505568 62.10953117 2222.77460141 45.15535633 0.31197398 89.71220412 5.69139459 4.85971567
0.07075756 0.00500663 65.65193424 2625.20516604 45.15535633 0.03719644 89.96753791 5.62304252 4.87886145
0.07130614 0.00508457 60.52091892 2056.54024709 45.15535633 0.33724553 89.68072452 5.79621731 4.93232325
0.07045223 0.00496352 63.39936291 2364.15177393 45.15535633 0.19972438 89.81950318 5.72243801 4.93981794
0.07051852 0.00497286 65.05625294 2554.39355196 45.15535633 0.06120281 89.94609798 5.66740949 4.91805869
0.07110917 0.00505651 63.85399782 2415.37714163 45.15535633 0.21377652 89.80817935 5.67037092 4.88367927
0.07215470 0.00520630 59.50454893 1954.65977167 45.15535633 0.40974118 89.60546502 5.74413024 4.82630095
0.07190811 0.00517078 65.39432276 2594.42315739 45.15535633 0.06434548 89.94362317 5.64447882 4.88416129
0.07021059 0.00492953 64.39162101 2476.90156458 45.15535633 0.06352358 89.94347660 5.72353406 4.96964273
0.07097796 0.00503787 64.53349428 2493.30964406 45.15535633 0.07399670 89.93430234 5.71145847 4.95044991
0.07222449 0.00521638 59.30555963 1935.11552911 45.15535633 0.41033224 89.60357017 5.76242302 4.84035033
0.07097493 0.00503744 64.59562924 2500.51850054 45.15535633 0.16188926 89.85640544 5.65390286 4.88556555
0.07073670 0.00500368 65.26008594 2578.47898839 45.15535633 0.05520809 89.95152947 5.65258656 4.90352919
0.07185089 0.00516255 64.55424817 2495.71595407 45.15535633 0.20156858 89.82109547 5.62578337 4.84160142
0.07066362 0.00499335 62.96766246 2316.18575781 45.15535633 0.24819370 89.77416205 5.70604471 4.90654899
0.07191253 0.00517141 58.51108383 1858.38247495 45.15535633 0.43973409 89.56939535 5.76381389 4.81882008
0.07068966 0.00499703 64.29547297 2465.82277229 45.15535633 0.16328764 89.85448894 5.67759894 4.90859637
0.07101100 0.00504256 65.18597273 2569.70414237 45.15535633 0.00010998 89.99990333 5.66800156 4.91633836
0.07062753 0.00498825 64.60209494 2501.26944475 45.15535633 0.10599259 89.90599484 5.68910490 4.93044696
0.07104796 0.00504781 63.92703464 2423.67482116 45.15535633 0.16619654 89.85104313 5.70983798 4.93209623
0.07074698 0.00500514 65.20185162 2571.58249023 45.15535633 0.06722966 89.94092228 5.65404812 4.90365565
0.07096007 0.00503533 64.74847471 2518.31063223 45.15535633 0.05424606 89.95199777 5.69870865 4.94138734
0.07113719 0.00506050 64.95636773 2542.64581458 45.15535633 0.03410494 89.96991720 5.68582493 4.92972152
0.07014840 0.00492080 64.62038420 2503.39442128 45.15535633 0.07469791 89.93376895 5.69907774 4.94793570
0.07074306 0.00500458 62.97672282 2317.18572293 45.15535633 0.22162069 89.79837064 5.73840014 4.94342274
0.07143821 0.00510342 62.43793044 2258.21959414 45.15535633 0.29678416 89.72765683 5.68825390 4.86130538
0.07120642 0.00507035 64.76680388 2520.44990826 45.15535633 0.07358599 89.93490234 5.69225311 4.93156916
0.07110032 0.00505525 63.47087461 2372.16077939 45.15535633 0.18852419 89.82981712 5.73079259 4.94365246
0.07061509 0.00498649 64.73719576 2516.99482001 45.15535633 0.10213220 89.90960766 5.67917319 4.92254117
0.07079835 0.00501241 65.03475363 2551.86191744 45.15535633 0.01589669 89.98599498 5.67942810 4.92817747
0.07142916 0.00510213 64.83101651 2527.95399476 45.15535633 0.10952938 89.90320105 5.67139944 4.90654355
0.07068602 0.00499651 64.55525106 2495.83227242 45.15535633 0.11686350 89.89627817 5.68746981 4.92669503
0.07076854 0.00500819 65.05104578 2553.78023386 45.15535633 0.02969066 89.97384901 5.67629014 4.92530651
0.07029586 0.00494151 64.52211306 2491.99070598 45.15535633 0.10220643 89.90924042 5.69635350 4.94062491
0.07101231 0.00504275 65.50173169 2607.22803811 45.15535633 0.00451577 89.99604996 5.64063268 4.89257226
0.07102995 0.00504525 64.81737066 2526.35805407 45.15535633 0.03694597 89.96734134 5.69694609 4.94028637
0.07111936 0.00505796 65.23471712 2575.47313000 45.15535633 0.06289795 89.94475660 5.65456640 4.90081876
0.07132538 0.00508731 64.44452031 2483.01108812 45.15535633 0.15549306 89.86175544 5.67418678 4.90105407
0.07111636 0.00505754 64.54497060 2494.64007445 45.15535633 0.13567969 89.87955871 5.67875256 4.91136321
0.07033588 0.00494714 64.61900673 2503.23433547 45.15535633 0.06407288 89.94318844 5.70388688 4.95128184
0.07058332 0.00498201 64.34198693 2471.17827406 45.15535633 0.13867680 89.87650985 5.69171216 4.92734991
0.07109135 0.00505398 64.75339677 2518.88498834 45.15535633 0.13836357 89.87757160 5.65849390 4.89355608
0.06984422 0.00487822 64.07415650 2440.44691774 45.15535633 0.11344419 89.89855697 5.72761051 4.97055451
0.07096600 0.00503617 63.52218167 2377.91808203 45.15535633 0.22238858 89.79940939 5.68947411 4.89869774
0.07130364 0.00508421 63.41285205 2365.66111865 45.15535633 0.24916779 89.77486741 5.66829638 4.86701382
0.07041168 0.00495780 64.92015417 2538.39556408 45.15535633 0.04337043 89.96172309 5.68335660 4.93427645
0.07084383 0.00501885 64.12042051 2445.73702589 45.15535633 0.15612039 89.86049611 5.69975490 4.92788257
0.07080927 0.00501395 64.14993785 2449.11620934 45.15535633 0.14417867 89.87122613 5.70603729 4.93631758
0.07016479 0.00492310 63.99353324 2431.24620447 45.15535633 0.14276881 89.87217369 5.71750609 4.95308698
0.07114684 0.00506187 64.90210167 2536.27858002 45.15535633 0.13819219 89.87800340 5.64594390 4.88218186
0.07043294 0.00496080 64.91732028 2538.06316091 45.15535633 0.01881337 89.98339539 5.68750945 4.93874581
0.07101268 0.00504280 64.97398993 2544.71578156 45.15535633 0.05657177 89.95011351 5.67856759 4.92321780
0.07108449 0.00505301 65.43601540 2599.38860389 45.15535633 0.02260478 89.98020725 5.64547127 4.89571342
0.07107260 0.00505131 63.25334171 2347.85404894 45.15535633 0.23629694 89.78595836 5.69762698 4.89959712
0.06999696 0.00489957 64.52175196 2491.94886606 45.15535633 0.03790294 89.96634191 5.71734425 4.96824450
0.07169417 0.00514005 63.07808595 2328.39250406 45.15535633 0.27753192 89.74790834 5.66125634 4.84473604
0.07100649 0.00504192 65.51800267 2609.17146885 45.15535633 0.04592125 89.95984166 5.63406607 4.88546677
0.07068990 0.00499706 65.14779597 2565.19187337 45.15535633 0.00444672 89.99608922 5.66957401 4.92086364
0.07058336 0.00498201 65.49991849 2607.01152620 45.15535633 0.06330804 89.94462155 5.62871406 4.88365725
0.07038097 0.00495348 64.56829578 2497.34558182 45.15535633 0.13510229 89.88011459 5.67313287 4.91401479
0.07060416 0.00498495 65.40328259 2595.48970748 45.15535633 0.01055000 89.99075780 5.64674708 4.90183242
0.07154218 0.00511828 64.44951783 2483.58878781 45.15535633 0.18733359 89.83345975 5.64730192 4.86748059
0.07040697 0.00495714 64.65000655 2506.83870964 45.15535633 0.06043099 89.94644330 5.70266357 4.94983139
0.07178955 0.00515374 61.00660022 2106.44994050 45.15535633 0.36077926 89.66116372 5.70711885 4.83611886
0.07021996 0.00493084 64.58679343 2499.49253027 45.15535633 0.01911181 89.98304567 5.71545219 4.96512724
0.07065937 0.00499275 64.61531012 2502.80475770 45.15535633 0.04810090 89.95734790 5.71041612 4.95498898
0.07164564 0.00513310 60.67385998 2072.17079149 45.15535633 0.37331271 89.64746964 5.71157664 4.83285973
0.07039070 0.00495485 62.76178801 2293.54146247 45.15535633 0.21680589 89.80207563 5.76161051 4.96876887
0.07022656 0.00493177 64.48622920 2487.83526939 45.15535633 0.04697858 89.95825970 5.71979661 4.96753394
0.07077545 0.00500916 64.94671261 2541.51216602 45.15535633 0.12808854 89.88700063 5.64680000 4.88859186
0.07035284 0.00494952 63.96224056 2427.68132762 45.15535633 0.10039260 89.91007078 5.74745800 4.98463716
0.07153034 0.00511659 64.58478654 2499.25953886 45.15535633 0.16895946 89.85010905 5.65195361 4.87653573
0.07011712 0.00491641 63.55321165 2381.40455521 45.15535633 0.20029992 89.81942126 5.70613776 4.92903344
0.07108399 0.00505293 64.49404588 2488.74006479 45.15535633 0.13745492 89.87788652 5.68184191 4.91400538
0.07218281 0.00521036 59.33460793 1937.96042355 45.15535633 0.42098217 89.59348002 5.73330174 4.80722598
0.07101430 0.00504303 64.36577488 2473.92015440 45.15535633 0.10008319 89.91091000 5.71513857 4.94999801
0.07108353 0.00505287 63.97959025 2429.65738190 45.15535633 0.19085860 89.82907973 5.68286469 4.90180852
0.07089136 0.00502559 65.09374442 2558.81233671 45.15535633 0.09636376 89.91518019 5.65237888 4.89738701
0.07124109 0.00507529 65.66269044 2626.49569196 45.15535633 0.01014944 89.99114382 5.62780407 4.87914265
0.07043457 0.00496103 65.04644726 2553.23868394 45.15535633 0.07983593 89.92967697 5.66129437 4.91172853
0.07054827 0.00497706 63.83689272 2413.43658060 45.15535633 0.20662797 89.81454406 5.67653125 4.89707072
0.07077432 0.00500900 65.04652001 2553.24725156 45.15535633 0.02424933 89.97864014 5.67744275 4.92645638
0.07083880 0.00501814 65.02164418 2550.31904567 45.15535633 0.08985348 89.92082288 5.66138132 4.90657661
0.07094922 0.00503379 64.69436698 2512.00255043 45.15535633 0.04530910 89.95987254 5.70563438 4.94813500
0.07145332 0.00510558 63.34150073 2357.68466657 45.15535633 0.24602174 89.77745960 5.67958931 4.87639027
0.07105319 0.00504856 64.99339305 2546.99623994 45.15535633 0.08438042 89.92561331 5.66735483 4.91030217
0.07055088 0.00497743 63.04680020 2324.92968291 45.15535633 0.19645346 89.82146640 5.75836039 4.97079485
0.07204081 0.00518988 59.34420423 1938.90086588 45.15535633 0.40165781 89.61220353 5.77814481 4.86292085
0.07137339 0.00509416 65.17297159 2568.16688984 45.15535633 0.02735521 89.97595110 5.66920229 4.91326798
0.07093480 0.00503175 64.66222472 2508.26027672 45.15535633 0.15226494 89.86508125 5.65547496 4.88955777
0.07162423 0.00513003 65.67882546 2628.43236141 45.15535633 0.08288507 89.92769411 5.61182801 4.85675248
0.07099828 0.00504076 62.94300665 2313.46602460 45.15535633 0.22275704 89.79722823 5.74158366 4.94309657
0.07173296 0.00514562 60.64539927 2069.25613590 45.15535633 0.35814034 89.66163881 5.74611606 4.87157893
0.07126945 0.00507934 63.96461420 2427.95161167 45.15535633 0.18553513 89.83380819 5.69033712 4.90787196
0.07065290 0.00499183 64.88456688 2534.22343404 45.15535633 0.07770349 89.93138456 5.67742045 4.92378273
0.07115082 0.00506244 65.39508940 2594.51440444 45.15535633 0.00036350 89.99968152 5.65061250 4.89987813
0.07099327 0.00504004 64.23771112 2459.18299344 45.15535633 0.12329131 89.89003225 5.71335279 4.94488819
0.07109198 0.00505407 64.91129716 2537.35677186 45.15535633 0.10668796 89.90582883 5.66411470 4.90404878
0.07177538 0.00515171 61.66164445 2175.03365300 45.15535633 0.32549530 89.69754953 5.71311074 4.86337099
0.07114523 0.00506164 63.65523478 2392.89171323 45.15535633 0.19448243 89.82494700 5.70857397 4.92228222
0.07124773 0.00507624 63.85772090 2415.79966057 45.15535633 0.17381163 89.84404885 5.71051753 4.92869451
0.07081678 0.00501502 63.85949718 2416.00126166 45.15535633 0.16872264 89.84861913 5.71245270 4.93608224
0.07124391 0.00507570 64.79238868 2523.43804417 45.15535633 0.12335623 89.89091627 5.66574059 4.90115995
0.07048860 0.00496864 64.89760966 2535.75199356 45.15535633 0.00181703 89.99839581 5.69040343 4.94095257
0.07085593 0.00502056 63.92055960 2422.93842764 45.15535633 0.20493458 89.81630470 5.67258206 4.89103253
0.07111289 0.00505704 64.46143662 2484.96692835 45.15535633 0.17850518 89.84133759 5.65211155 4.87841492
0.07004710 0.00490660 64.24754391 2460.31243906 45.15535633 0.10501440 89.90634841 5.71789127 4.96139457
0.07101044 0.00504248 64.84455269 2529.53777255 45.15535633 0.13706393 89.87889205 5.65100088 4.88814800
0.07114358 0.00506141 62.58371160 2274.07414472 45.15535633 0.26096627 89.76108305 5.72655068 4.91384474
0.07141199 0.00509967 60.37267285 2041.46474098 45.15535633 0.38000621 89.63935843 5.72428909 4.84145944
0.07039711 0.00495575 64.34781792 2471.85018557 45.15535633 0.13635384 89.87858942 5.69180250 4.92977551
0.07041347 0.00495806 65.12707254 2562.74469925 45.15535633 0.00725993 89.99361305 5.66983237 4.92380009
0.07100207 0.00504129 63.27192803 2349.92433326 45.15535633 0.26529395 89.75976284 5.65748053 4.85422804
0.07071431 0.00500051 64.85425305 2530.67315408 45.15535633 0.08947944 89.92094897 5.67549748 4.92009973
0.07119772 0.00506912 62.23581098 2236.36008424 45.15535633 0.30303592 89.72101677 5.69523710 4.86667993
0.07115843 0.00506352 63.92681738 2423.65011037 45.15535633 0.21041995 89.81140627 5.66784084 4.88209047
0.07167004 0.00513659 62.31508200 2244.91646514 45.15535633 0.29668134 89.72721446 5.70096881 4.86972730
0.07148772 0.00511049 62.99152795 2318.82034141 45.15535633 0.26882853 89.75547843 5.68043133 4.86724996
0.07092827 0.00503082 64.37500673 2474.98479381 45.15535633 0.11702176 89.89584690 5.70460871 4.93907406
0.07127473 0.00508009 63.29917737 2352.96176897 45.15535633 0.22766616 89.79392563 5.70506202 4.90704207
0.07096432 0.00503593 64.31914151 2468.54694108 45.15535633 0.16345675 89.85439184 5.67686020 4.90513140
0.07079582 0.00501205 65.01891251 2549.99762978 45.15535633 0.10564512 89.90690367 5.65371078 4.89814951
0.07049652 0.00496976 64.97784193 2545.16840081 45.15535633 0.02703192 89.97616395 5.68161474 4.93273160
0.07140053 0.00509804 65.29551528 2582.68079477 45.15535633 0.10263508 89.90993931 5.63452216 4.87597734
0.07090818 0.00502797 64.54099830 2494.17951948 45.15535633 0.07354782 89.93470847 5.71058613 4.95043954
0.07131336 0.00508560 63.07730020 2328.30549257 45.15535633 0.26233348 89.76171072 5.68080932 4.87222709
0.07116716 0.00506476 62.89839349 2308.55024895 45.15535633 0.25841130 89.76460578 5.70153203 4.89320393
0.07110174 0.00505546 62.74850891 2292.08597199 45.15535633 0.27844194 89.74575331 5.68627771 4.87202877
0.07097331 0.00503721 64.96635070 2543.81831172 45.15535633 0.07936077 89.93000933 5.67133179 4.91513000
0.07063159 0.00498882 65.10990051 2560.71808067 45.15535633 0.00581531 89.99488261 5.67253042 4.92399681
0.07128035 0.00508089 63.36767525 2360.60866257 45.15535633 0.21432681 89.80620964 5.71423366 4.91949542
0.06999988 0.00489998 64.35217508 2472.35234711 45.15535633 0.09834679 89.91243717 5.71175072 4.95751294
0.07095639 0.00503481 62.53385166 2268.64326423 45.15535633 0.28440278 89.73941898 5.69601409 4.87914401
0.06995841 0.00489418 64.03751313 2436.26230963 45.15535633 0.15126934 89.86465585 5.70610565 4.94348012
0.07062863 0.00498840 64.23814191 2459.23246932 45.15535633 0.15931752 89.85790014 5.68558364 4.91706735
0.07051207 0.00497195 64.38275033 2475.87804139 45.15535633 0.12535177 89.88844633 5.69659419 4.93485939
0.07136993 0.00509367 65.00216419 2548.02756361 45.15535633 0.06468188 89.94298653 5.67556577 4.91636846
0.07123436 0.00507433 65.32446712 2586.11777730 45.15535633 0.06625270 89.94189006 5.64633554 4.89224166
0.07056662 0.00497965 64.85052958 2530.23729924 45.15535633 0.13279939 89.88267097 5.65098100 4.89341282
0.07090723 0.00502784 65.30748861 2584.10182494 45.15535633 0.02840222 89.97508207 5.65491667 4.90544481
0.07079880 0.00501247 63.55833152 2381.98014222 45.15535633 0.16892325 89.84772098 5.73925069 4.95937133
0.07162613 0.00513030 59.98423632 2002.31349755 45.15535633 0.38342831 89.63375422 5.75517844 4.86258828
0.07160409 0.00512715 65.34096371 2588.07751339 45.15535633 0.10164488 89.91087023 5.63218294 4.87208276
0.07143391 0.00510280 63.18388503 2340.12820503 45.15535633 0.27364597 89.75185432 5.65595077 4.84470539
0.07136535 0.00509301 62.47169702 2261.88532766 45.15535633 0.29084070 89.73325513 5.69411825 4.87004734
0.07076020 0.00500701 65.00103117 2547.89432569 45.15535633 0.02400025 89.97884475 5.68137109 4.93001354
0.07078104 0.00500996 64.68215644 2510.58045844 45.15535633 0.07118729 89.93694193 5.69829545 4.94129887
0.07164585 0.00513313 59.29520156 1934.10176771 45.15535633 0.40643757 89.60726434 5.76912347 4.85604765
0.06987113 0.00488198 63.37968498 2361.95109712 45.15535633 0.18203869 89.83543524 5.73844756 4.96477348
0.07101847 0.00504362 64.26655759 2462.49743075 45.15535633 0.20088308 89.82090574 5.64712356 4.86867068
0.07069054 0.00499715 63.74146633 2402.62959538 45.15535633 0.19689148 89.82301837 5.69592447 4.91533136
0.07079185 0.00501149 64.32495788 2469.21669290 45.15535633 0.16726544 89.85101250 5.67221870 4.90193403
0.07096839 0.00503651 64.82003212 2526.66927006 45.15535633 0.10225099 89.90961818 5.67374332 4.91428820
0.07132027 0.00508658 64.01605648 2433.81422078 45.15535633 0.20318837 89.81814163 5.66849419 4.88328927
0.07141929 0.00510071 61.98577074 2209.51365355 45.15535633 0.30964392 89.71378329 5.70852778 4.87215801
0.07052054 0.00497315 64.35747739 2472.96352716 45.15535633 0.14386682 89.87191903 5.68629959 4.92222672
0.07143466 0.00510291 61.82251487 2192.10158376 45.15535633 0.32392637 89.69979062 5.69903067 4.85601228
0.07161242 0.00512834 62.23756824 2236.54952382 45.15535633 0.31415840 89.71078518 5.67893662 4.84238457
0.07082013 0.00501549 65.08925773 2558.28326233 45.15535633 0.01367364 89.98796357 5.67495002 4.92412244
0.07220447 0.00521349 62.40618356 2254.77673585 45.15535633 0.29763313 89.72673883 5.69420286 4.85772102
0.07079721 0.00501225 65.56247914 2614.48873462 45.15535633 0.04189619 89.96338645 5.63001044 4.88425668
0.07091326 0.00502869 64.64188762 2505.89438097 45.15535633 0.04295652 89.96192519 5.71059256 4.95294152
0.07100094 0.00504113 65.71546893 2632.83417411 45.15535633 0.00877536 89.99234897 5.62208665 4.87655806
0.07079725 0.00501225 65.31879821 2585.44456013 45.15535633 0.11528658 89.89887386 5.62247878 4.86955639
0.07054837 0.00497707 63.77655271 2406.59935022 45.15535633 0.13020440 89.88302648 5.74778844 4.97792794
0.07133963 0.00508934 65.23852795 2575.92451191 45.15535633 0.04958428 89.95645257 5.65910332 4.90363589
0.07018072 0.00492533 64.13770724 2447.71565539 45.15535633 0.10127324 89.90953010 5.73035455 4.97141396
0.07097188 0.00503701 62.08096141 2219.70865100 45.15535633 0.29794984 89.72501499 5.71639635 4.88980738
0.07162705 0.00513043 64.15922762 2450.18035757 45.15535633 0.21230064 89.81040992 5.64784353 4.85945308
0.07013551 0.00491899 64.34862748 2471.94348251 45.15535633 0.03300999 89.97060803 5.73434044 4.98186944
0.07093137 0.00503126 65.87075597 2651.54264148 45.15535633 0.03057867 89.97340202 5.60636912 4.86300668
0.07175471 0.00514874 63.25860721 2348.44043706 45.15535633 0.25173242 89.77199556 5.68128767 4.87241003
0.07111614 0.00505750 63.90080628 2420.69284604 45.15535633 0.20632167 89.81500419 5.67430253 4.88940459
0.07062506 0.00498790 63.40334291 2364.59704295 45.15535633 0.23533470 89.78733430 5.68283119 4.89189575
0.07133592 0.00508881 65.35451924 2589.68860263 45.15535633 0.04696471 89.95882642 5.64966258 4.89567163
0.07136352 0.00509275 65.12930295 2563.00800783 45.15535633 0.13610569 89.88026454 5.62883010 4.86563876
0.07100565 0.00504180 61.66222888 2175.09549863 45.15535633 0.30618604 89.71549456 5.74187240 4.90697468
0.07104704 0.00504768 62.97339958 2316.81891343 45.15535633 0.24118390 89.78056047 5.71669395 4.91440593
0.07109970 0.00505517 60.96606588 2102.25399165 45.15535633 0.34212118 89.67847355 5.74343572 4.88672168
0.07041426 0.00495817 63.55789325 2381.93086683 45.15535633 0.15591742 89.85944438 5.74801155 4.97405357
0.07081114 0.00501422 64.83704877 2528.65970719 45.15535633 0.07358129 89.93497702 5.68397890 4.92833779
0.07038865 0.00495456 64.96466607 2543.62042781 45.15535633 0.06206330 89.94526308 5.67444581 4.92538019
0.07137013 0.00509370 63.81873225 2411.37742626 45.15535633 0.19140124 89.82816174 5.69823293 4.91196469
0.07051333 0.00497213 62.52859434 2268.07112674 45.15535633 0.23876628 89.78121476 5.75740982 4.95598134
0.07150553 0.00511304 64.23512196 2458.88564713 45.15535633 0.16049120 89.85684657 5.68966265 4.91141617
0.07003829 0.00490536 64.50643021 2490.17402490 45.15535633 0.10937909 89.90284746 5.69254412 4.93882046
0.07057294 0.00498054 64.64835640 2506.64675825 45.15535633 0.08416455 89.92540762 5.69512501 4.93918930
0.07062198 0.00498746 65.20452896 2571.89928928 45.15535633 0.00935409 89.99178048 5.66411390 4.91674844
0.07171445 0.00514296 64.38309755 2475.91809893 45.15535633 0.18347063 89.83672567 5.65770099 4.87577841
0.07016339 0.00492290 64.61039794 2502.23399696 45.15535633 0.12052597 89.89311885 5.67762542 4.92278613
0.07071360 0.00500041 64.94651523 2541.48899459 45.15535633 0.00152585 89.99865390 5.68731578 4.93603925
0.07170368 0.00514142 59.83954817 1987.85906046 45.15535633 0.38206369 89.63417529 5.77258234 4.87741596
0.06998252 0.00489755 64.18031504 2452.59707774 45.15535633 0.11156922 89.90039861 5.71994883 4.96281131
0.07083939 0.00501822 64.47820728 2486.90694313 45.15535633 0.17291014 89.84635067 5.65413561 4.88440119
0.07069802 0.00499821 64.12115870 2445.82149637 45.15535633 0.11963937 89.89309558 5.72438264 4.95806978
0.07121997 0.00507228 64.72490827 2515.56187167 45.15535633 0.07282637 89.93553263 5.69628767 4.93500913
0.07051756 0.00497273 64.58358768 2499.12036282 45.15535633 0.06218935 89.94482828 5.70858187 4.95370940
0.07114463 0.00506156 63.31097637 2354.27779425 45.15535633 0.23720342 89.78533285 5.69172290 4.89342877
0.07044384 0.00496233 62.42876880 2257.22568132 45.15535633 0.25470664 89.76623508 5.74536069 4.94005572
0.07040876 0.00495739 64.86469620 2531.89585472 45.15535633 0.05915598 89.94774679 5.68417598 4.93387473
0.07002722 0.00490381 63.57116706 2383.42354880 45.15535633 0.12921677 89.88353870 5.76416506 4.99762302
0.07181734 0.00515773 61.24998730 2131.76182953 45.15535633 0.34213988 89.67994650 5.72103921 4.85967744
0.07094491 0.00503318 64.50906697 2490.47940229 45.15535633 0.09103814 89.91914156 5.70640244 4.94437635
0.07132530 0.00508730 65.21566602 2573.21737042 45.15535633 0.00473529 89.99583977 5.66702807 4.91237324
0.07020082 0.00492815 64.00965218 2433.08384171 45.15535633 0.14758445 89.86789534 5.71270919 4.94754099
0.07071076 0.00500001 62.74520097 2291.72349252 45.15535633 0.23855310 89.78216472 5.73891375 4.93805926
0.07104088 0.00504681 64.09364846 2442.67481525 45.15535633 0.15969648 89.85724102 5.70033944 4.92554545
0.07038762 0.00495442 64.68647081 2511.08286648 45.15535633 0.07352640 89.93487428 5.69496730 4.94209997
0.07074074 0.00500425 64.79255099 2523.45700943 45.15535633 0.05927105 89.94758686 5.69224232 4.93755847
0.07164731 0.00513334 60.99017659 2104.74916090 45.15535633 0.34514590 89.67575911 5.73864293 4.87464148
0.07154004 0.00511798 62.87463927 2305.93569429 45.15535633 0.28549472 89.73983630 5.66680703 4.84740037
0.07165918 0.00513504 63.75498932 2404.15910043 45.15535633 0.24606274 89.77886607 5.64384225 4.84354523
0.07136931 0.00509358 64.59707729 2500.68666866 45.15535633 0.16472856 89.85389027 5.65356872 4.88060856
0.07088605 0.00502483 64.62922571 2504.42212295 45.15535633 0.10153592 89.90998527 5.69041884 4.92966104
0.07087090 0.00502268 64.75614518 2519.20573805 45.15535633 0.04176495 89.96304666 5.70054107 4.94471743
0.07118441 0.00506722 65.04976156 2553.62898806 45.15535633 0.06227579 89.94514752 5.67118414 4.91463119
0.07136654 0.00509318 61.99811239 2210.83368946 45.15535633 0.29006976 89.73193001 5.73883376 4.90865688
0.07054116 0.00497605 64.60241147 2501.30621137 45.15535633 0.11413855 89.89877064 5.68411811 4.92570011
0.07085409 0.00502030 64.33725573 2470.63318151 45.15535633 0.10555087 89.90600124 5.71398181 4.94979268
