hostname,hd_name,hip_name,tic_id,st_refname,sy_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,sy_icmag,sy_icmagerr1,sy_icmagerr2,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_met,st_meterr1,st_meterr2,st_metlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_mass,st_masserr1,st_masserr2,st_masslim,st_dens,st_denserr1,st_denserr2,st_denslim,st_rad,st_raderr1,st_raderr2,st_radlim,sy_snum,sy_pnum,sy_mnum,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_name,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,gaia_dr2_id,gaia_dr3_id,cb_flag
"TOI-2449",,,"TIC 170729775","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",67.9843710,"04h31m56.25s",-34.4555327,"-34d27m19.92s",236.03182,-42.65561,57.01506,-55.40209,,,,6054.00,126.44,-130.59,0,,,,,,,,,,,,,0.14808,0.01452,-0.01913,0,4.425930,0.076653,-0.079168,0,,,,,1.130000,0.146870,-0.141877,0,1.271786,0.315546,-0.219038,0,1.077980,0.051033,-0.046606,0,1,1,0,59.3785316,0.0522848,-0.0522848,10.0007000,0.0358738,-0.0358738,-58.5303000,0.0526872,-0.0526872,6.3492500,0.0236103,-0.0236103,156.78600000,0.58700000,-0.58200000,11.0030000,0.0770000,-0.0770000,10.4160000,0.0050000,-0.0050000,9.4070000,0.0260000,-0.0260000,9.1490000,0.0270000,-0.0270000,9.0730000,0.0250000,-0.0250000,,,,,,,,,,,,,9.0060000,0.0240000,-0.0240000,9.0370000,0.0210000,-0.0210000,8.9870010,0.0280000,-0.0280000,8.4060000,0.2150000,-0.2150000,,,,10.2924000,0.0003100,-0.0003100,9.8999000,0.0060000,-0.0060000,"TOI-2449",,,,,,,,,,"Gaia DR2 4870809920906672384","Gaia DR3 4870809920906672384",0
"TOI-2449",,,"TIC 170729775","<a refstr=EXOFOP href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",67.9843710,"04h31m56.25s",-34.4555327,"-34d27m19.92s",236.03182,-42.65561,57.01506,-55.40209,,,,6054.00,128.50,-128.50,0,,,,,,,,,,,,,,,,,4.430000,0.080000,-0.080000,0,,,,,,,,,,,,,1.080000,0.050000,-0.050000,0,1,1,0,59.3785316,0.0522848,-0.0522848,10.0007000,0.0358738,-0.0358738,-58.5303000,0.0526872,-0.0526872,6.3492500,0.0236103,-0.0236103,156.78600000,0.58700000,-0.58200000,11.0030000,0.0770000,-0.0770000,10.4160000,0.0050000,-0.0050000,9.4070000,0.0260000,-0.0260000,9.1490000,0.0270000,-0.0270000,9.0730000,0.0250000,-0.0250000,,,,,,,,,,,,,9.0060000,0.0240000,-0.0240000,9.0370000,0.0210000,-0.0210000,8.9870010,0.0280000,-0.0280000,8.4060000,0.2150000,-0.2150000,,,,10.2924000,0.0003100,-0.0003100,9.8999000,0.0060000,-0.0060000,"TOI-2449",,,,,,,,,,"Gaia DR2 4870809920906672384","Gaia DR3 4870809920906672384",0
"TOI-2449",,,"TIC 170729775","<a refstr=ULMER_MOLL_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...703A.258U/abstract target=ref>Ulmer-Moll et al. 2025</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>",67.9843710,"04h31m56.25s",-34.4555327,"-34d27m19.92s",236.03182,-42.65561,57.01506,-55.40209,,,,6021.00,62.00,-62.00,0,-0.0300,0.0400,-0.0400,0,,,,,5.3000,0.5000,-0.5000,0,,,,,4.400000,0.020000,-0.020000,0,2.5000,1.4000,-1.5000,0,1.079000,0.045000,-0.048000,0,1.258000,0.079000,-0.080000,0,1.065000,0.007000,-0.007000,0,1,1,0,59.3785316,0.0522848,-0.0522848,10.0007000,0.0358738,-0.0358738,-58.5303000,0.0526872,-0.0526872,6.3492500,0.0236103,-0.0236103,156.78600000,0.58700000,-0.58200000,11.0030000,0.0770000,-0.0770000,10.4160000,0.0050000,-0.0050000,9.4070000,0.0260000,-0.0260000,9.1490000,0.0270000,-0.0270000,9.0730000,0.0250000,-0.0250000,,,,,,,,,,,,,9.0060000,0.0240000,-0.0240000,9.0370000,0.0210000,-0.0210000,8.9870010,0.0280000,-0.0280000,8.4060000,0.2150000,-0.2150000,,,,10.2924000,0.0003100,-0.0003100,9.8999000,0.0060000,-0.0060000,"TOI-2449","[Fe/H]","G",,,,,,,,"Gaia DR2 4870809920906672384","Gaia DR3 4870809920906672384",0
