    0.688811046347672790E-01    0.213995706861038434E+04    0.199910536168844022E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.907655503681739417E+00    0.521576716905677029E-01    0.549921105398422660E+05    0.550372682499987786E+05    0.550824123662912607E+05    0.551275749642995579E+05    0.551727257995332984E+05    0.552178783819099845E+05    0.552630350515094469E+05    0.553087542306035684E+05    0.553533443599601451E+05    0.553984967855626528E+05    0.797490398722846567E+04
    0.718428769414744817E-01    0.218874634407870008E+04    0.287291402307919830E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.235827186157109847E+00    0.398152769811093876E+00    0.549921071794993259E+05    0.550372626185199188E+05    0.550824160464294546E+05    0.551275755797060847E+05    0.551727235095575088E+05    0.552178783481064238E+05    0.552630375516889835E+05    0.553082338736054153E+05    0.553533446778209909E+05    0.553985021118314180E+05    0.797867590912034302E+04
    0.728769231587951538E-01    0.126794708521953976E+04    0.587067170091181256E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.488017873546757741E+00    0.110078996327068010E+00    0.549921046486697669E+05    0.550372637376866769E+05    0.550824155548904746E+05    0.551275735991751208E+05    0.551727279798049494E+05    0.552178806642206982E+05    0.552630316312182476E+05    0.553082674683768564E+05    0.553533426557576240E+05    0.553985041502401145E+05    0.797904278226135739E+04
    0.712092400529646258E-01    0.211040380624214004E+04    0.324132463707987928E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.126199607898914157E+00    0.856236752726967865E+00    0.549921073757596896E+05    0.550372602530478325E+05    0.550824139787310341E+05    0.551275712339474849E+05    0.551727249153931625E+05    0.552178807950212577E+05    0.552630336612435858E+05    0.553091407137784045E+05    0.553533448063177711E+05    0.553984983935248820E+05    0.798061714600565483E+04
    0.712786082549979050E-01    0.160304859291515095E+04    0.479897770561342474E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.517691492023262367E+00    0.300241995794500005E+00    0.549921121505381961E+05    0.550372605894218723E+05    0.550824150636685517E+05    0.551275775658176135E+05    0.551727261988360187E+05    0.552178800900049901E+05    0.552630328867612407E+05    0.553089070648299166E+05    0.553533441012299081E+05    0.553984984643397620E+05    0.798097448494730907E+04
    0.711142515048082680E-01    0.171132897190995573E+04    0.441467014298594251E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.451888164318440644E+00    0.388776058700085858E+00    0.549921092284418628E+05    0.550372597101001084E+05    0.550824176996640381E+05    0.551275695581796899E+05    0.551727284196734036E+05    0.552178794963835971E+05    0.552630336105600800E+05    0.553083872747189089E+05    0.553533421745605083E+05    0.553985030475267922E+05    0.798107470842847852E+04
    0.712790144322857366E-01    0.188082635282685919E+04    0.418267267942804166E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.223183563382440275E+00    0.513223742337744371E+00    0.549921072499932125E+05    0.550372618588120968E+05    0.550824163858370084E+05    0.551275782162904725E+05    0.551727246024100532E+05    0.552178796777940152E+05    0.552630323048412538E+05    0.553090922353437491E+05    0.553533432220519680E+05    0.553985000644306929E+05    0.798116043153250484E+04
    0.736033800458089082E-01    0.132754592770970748E+04    0.586191345447005463E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.198264826563960467E+00    0.637068682778024531E+00    0.549921096105238030E+05    0.550372651240464838E+05    0.550824103593572072E+05    0.551275713384766568E+05    0.551727299245457543E+05    0.552178787436806815E+05    0.552630338880752170E+05    0.553089725884585132E+05    0.553533432515919922E+05    0.553984984971345912E+05    0.798119011712046904E+04
    0.709337465568960629E-01    0.201193638781382151E+04    0.351601247492148883E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.364514420603569589E+00    0.188676647318240021E+00    0.549921087525913827E+05    0.550372633361134795E+05    0.550824196098856264E+05    0.551275751789277347E+05    0.551727296914441540E+05    0.552178770843324455E+05    0.552630377247009892E+05    0.553090777087421084E+05    0.553533416022036836E+05    0.553984995680723878E+05    0.798128381056341004E+04
    0.702998554139407372E-01    0.245613975038665012E+04    0.132361077531903737E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.135798745175413099E+00    0.811867666677787092E+00    0.549921111502272324E+05    0.550372610750096574E+05    0.550824187490532931E+05    0.551275762188009176E+05    0.551727243624266557E+05    0.552178775982288862E+05    0.552630341309680152E+05    0.553089487820599898E+05    0.553533428574493009E+05    0.553985043061517063E+05    0.798161152003789266E+04
    0.705723326048996319E-01    0.249383122360732477E+04    0.932955286955561812E-02    0.451553563299999965E+02    0.556694357849500011E+05    0.143218187192377722E+00    0.729359394417049778E+00    0.549921101858651236E+05    0.550372609506028311E+05    0.550824128620716510E+05    0.551275697074895288E+05    0.551727301323363645E+05    0.552178785942316754E+05    0.552630352620232079E+05    0.553089089763982047E+05    0.553533426899890183E+05    0.553984975587353547E+05    0.798167639595341370E+04
    0.678179524912487092E-01    0.209421020542317638E+04    0.118362269416366225E+00    0.451553563299999965E+02    0.556694357849500011E+05    0.979030715572602572E+00    0.142256239374259796E+00    0.549921090421124609E+05    0.550372611119277572E+05    0.550824124815822652E+05    0.551275738232099247E+05    0.551727289448945085E+05    0.552178764144339002E+05    0.552630321248079272E+05    0.553082189141436465E+05    0.553533440455656819E+05    0.553984979200883390E+05    0.798187658800576810E+04
