# rho_grid_gcc rho_cdf
1.367483756229658454e+00 2.031326534722877053e-02
1.367582935178593750e+00 2.033179255032169577e-02
1.367682114127528825e+00 2.035033263400131201e-02
1.367781293076463900e+00 2.036888559613151545e-02
1.367880472025399197e+00 2.038745143459987086e-02
1.367979650974334271e+00 2.040603014731804180e-02
1.368078829923269346e+00 2.042462173222259550e-02
1.368178008872204643e+00 2.044322618727541924e-02
1.368277187821139940e+00 2.046184351046416786e-02
1.368376366770075014e+00 2.048047369980288829e-02
1.368475545719010089e+00 2.049911675333263364e-02
1.368574724667945386e+00 2.051777266912193851e-02
1.368673903616880683e+00 2.053644144526721796e-02
1.368773082565815535e+00 2.055512307989339899e-02
1.368872261514750832e+00 2.057381757115465601e-02
1.368971440463686129e+00 2.059252491723450804e-02
1.369070619412621204e+00 2.061124511634659581e-02
1.369169798361556278e+00 2.062997816673524387e-02
1.369268977310491575e+00 2.064872406667587687e-02
1.369368156259426872e+00 2.066748281447547408e-02
1.369467335208361947e+00 2.068625440847314881e-02
1.369566514157297021e+00 2.070503884704072081e-02
1.369665693106232318e+00 2.072383612858315696e-02
1.369764872055167393e+00 2.074264625153892511e-02
1.369864051004102468e+00 2.076146921438076776e-02
1.369963229953037764e+00 2.078030501561604557e-02
1.370062408901973061e+00 2.079915365378714326e-02
1.370161587850908136e+00 2.081801512747205249e-02
1.370260766799843211e+00 2.083688943528491655e-02
1.370359945748778507e+00 2.085577657587647099e-02
1.370459124697713582e+00 2.087467654793433505e-02
1.370558303646648657e+00 2.089358935018378188e-02
1.370657482595583954e+00 2.091251498138804732e-02
1.370756661544519250e+00 2.093145344034875663e-02
1.370855840493454325e+00 2.095040472590642758e-02
1.370955019442389400e+00 2.096936883694101167e-02
1.371054198391324697e+00 2.098834577237232435e-02
1.371153377340259771e+00 2.100733553116030175e-02
1.371252556289194846e+00 2.102633811230573621e-02
1.371351735238130143e+00 2.104535351485057812e-02
1.371450914187065440e+00 2.106438173787833143e-02
1.371550093136000514e+00 2.108342278051451163e-02
1.371649272084935589e+00 2.110247664192721473e-02
1.371748451033870886e+00 2.112154332132744339e-02
1.371847629982805961e+00 2.114062281796940529e-02
1.371946808931741035e+00 2.115971513115118274e-02
1.372045987880676332e+00 2.117882026021506228e-02
1.372145166829611629e+00 2.119793820454779487e-02
1.372244345778546704e+00 2.121706896358115449e-02
1.372343524727481778e+00 2.123621253679239262e-02
1.372442703676417075e+00 2.125536892370457481e-02
1.372541882625352372e+00 2.127453812388687554e-02
1.372641061574287225e+00 2.129372013695503968e-02
1.372740240523222521e+00 2.131291496257203821e-02
1.372839419472157818e+00 2.133212260044797109e-02
1.372938598421092893e+00 2.135134305034073685e-02
1.373037777370027968e+00 2.137057631205644889e-02
1.373136956318963264e+00 2.138982238544972006e-02
1.373236135267898561e+00 2.140908127042395401e-02
1.373335314216833636e+00 2.142835296693180666e-02
1.373434493165768711e+00 2.144763747497561643e-02
1.373533672114704007e+00 2.146693479460765053e-02
1.373632851063639082e+00 2.148624492593038601e-02
1.373732030012574157e+00 2.150556786909706836e-02
1.373831208961509454e+00 2.152490362431195084e-02
1.373930387910444750e+00 2.154425219183052354e-02
1.374029566859379825e+00 2.156361357195995046e-02
1.374128745808314900e+00 2.158298776505948244e-02
1.374227924757250197e+00 2.160237477154069302e-02
1.374327103706185271e+00 2.162177459186768319e-02
1.374426282655120346e+00 2.164118722655762952e-02
1.374525461604055643e+00 2.166061267618099237e-02
1.374624640552990940e+00 2.168005094136171707e-02
1.374723819501926014e+00 2.169950202277762946e-02
1.374822998450861089e+00 2.171896592116082797e-02
1.374922177399796386e+00 2.173844263729789172e-02
1.375021356348731461e+00 2.175793217203001589e-02
1.375120535297666535e+00 2.177743452625357373e-02
1.375219714246601832e+00 2.179694970092028658e-02
1.375318893195537129e+00 2.181647769703733836e-02
1.375418072144472204e+00 2.183601851566784394e-02
1.375517251093407278e+00 2.185557215793109548e-02
1.375616430042342575e+00 2.187513862500278447e-02
1.375715608991277650e+00 2.189471791811514398e-02
1.375814787940212724e+00 2.191431003855742396e-02
1.375913966889148021e+00 2.193391498767601963e-02
1.376013145838083318e+00 2.195353276687462413e-02
1.376112324787018393e+00 2.197316337761457544e-02
1.376211503735953467e+00 2.199280682141513052e-02
1.376310682684888764e+00 2.201246309985365260e-02
1.376409861633824061e+00 2.203213221456570142e-02
1.376509040582758914e+00 2.205181416724535243e-02
1.376608219531694211e+00 2.207150895964560960e-02
1.376707398480629507e+00 2.209121659357823897e-02
1.376806577429564582e+00 2.211093707091414326e-02
1.376905756378499657e+00 2.213067039358367072e-02
1.377004935327434954e+00 2.215041656357670530e-02
1.377104114276370250e+00 2.217017558294277074e-02
1.377203293225305103e+00 2.218994745379125264e-02
1.377302472174240400e+00 2.220973217829187024e-02
1.377401651123175697e+00 2.222952975867436773e-02
1.377500830072110771e+00 2.224934019722893744e-02
1.377600009021045846e+00 2.226916349630646275e-02
1.377699187969981143e+00 2.228899965831854929e-02
1.377798366918916440e+00 2.230884868573767763e-02
1.377897545867851514e+00 2.232871058109730383e-02
1.377996724816786589e+00 2.234858534699222035e-02
1.378095903765721886e+00 2.236847298607853862e-02
1.378195082714656960e+00 2.238837350107371338e-02
1.378294261663592035e+00 2.240828689475691735e-02
1.378393440612527332e+00 2.242821316996904124e-02
1.378492619561462629e+00 2.244815232961274581e-02
1.378591798510397703e+00 2.246810437665263532e-02
1.378690977459332778e+00 2.248806931411547610e-02
1.378790156408268075e+00 2.250804714509018270e-02
1.378889335357203150e+00 2.252803787272783520e-02
1.378988514306138224e+00 2.254804150024198456e-02
1.379087693255073521e+00 2.256805803090865606e-02
1.379186872204008818e+00 2.258808746806629728e-02
1.379286051152943893e+00 2.260812981511600359e-02
1.379385230101878967e+00 2.262818507552162572e-02
1.379484409050814264e+00 2.264825325280980101e-02
1.379583587999749339e+00 2.266833435056984231e-02
1.379682766948684414e+00 2.268842837245409541e-02
1.379781945897619710e+00 2.270853532217784881e-02
1.379881124846555007e+00 2.272865520351929555e-02
1.379980303795490082e+00 2.274878802031967198e-02
1.380079482744425157e+00 2.276893377648338615e-02
1.380178661693360453e+00 2.278909247597795534e-02
1.380277840642295750e+00 2.280926412283397486e-02
1.380377019591230603e+00 2.282944872114515619e-02
1.380476198540165900e+00 2.284964627506868781e-02
1.380575377489101196e+00 2.286985678882469744e-02
1.380674556438036271e+00 2.289008026669659898e-02
1.380773735386971346e+00 2.291031671303110986e-02
1.380872914335906643e+00 2.293056613223820248e-02
1.380972093284841939e+00 2.295082852879099661e-02
1.381071272233776792e+00 2.297110390722578027e-02
1.381170451182712089e+00 2.299139227214236011e-02
1.381269630131647386e+00 2.301169362820345080e-02
1.381368809080582460e+00 2.303200798013498377e-02
1.381467988029517535e+00 2.305233533272617319e-02
1.381567166978452832e+00 2.307267569082933553e-02
1.381666345927388129e+00 2.309302905935979935e-02
1.381765524876323203e+00 2.311339544329594001e-02
1.381864703825258278e+00 2.313377484767923514e-02
1.381963882774193575e+00 2.315416727761413287e-02
1.382063061723128650e+00 2.317457273826783667e-02
1.382162240672063724e+00 2.319499123487055517e-02
1.382261419620999021e+00 2.321542277271528010e-02
1.382360598569934318e+00 2.323586735715763019e-02
1.382459777518869393e+00 2.325632499361589972e-02
1.382558956467804467e+00 2.327679568757102385e-02
1.382658135416739764e+00 2.329727944456645369e-02
1.382757314365674839e+00 2.331777627020792040e-02
1.382856493314609914e+00 2.333828617016359824e-02
1.382955672263545210e+00 2.335880915016393458e-02
1.383054851212480507e+00 2.337934521600138621e-02
1.383154030161415582e+00 2.339989437353045404e-02
1.383253209110350657e+00 2.342045662866767963e-02
1.383352388059285953e+00 2.344103198739141622e-02
1.383451567008221028e+00 2.346162045574157889e-02
1.383550745957156103e+00 2.348222203981983544e-02
1.383649924906091400e+00 2.350283674578927673e-02
1.383749103855026696e+00 2.352346457987429529e-02
1.383848282803961771e+00 2.354410554836046041e-02
1.383947461752896846e+00 2.356475965759452160e-02
1.384046640701832143e+00 2.358542691398415880e-02
1.384145819650767439e+00 2.360610732399779504e-02
1.384244998599702292e+00 2.362680089416438825e-02
1.384344177548637589e+00 2.364750763107372963e-02
1.384443356497572886e+00 2.366822754137565959e-02
1.384542535446507960e+00 2.368896063178024813e-02
1.384641714395443035e+00 2.370970690905769077e-02
1.384740893344378332e+00 2.373046638003803790e-02
1.384840072293313629e+00 2.375123905161093119e-02
1.384939251242248481e+00 2.377202493072549244e-02
1.385038430191183778e+00 2.379282402439047636e-02
1.385137609140119075e+00 2.381363633967345864e-02
1.385236788089054150e+00 2.383446188370111352e-02
1.385335967037989224e+00 2.385530066365893279e-02
1.385435145986924521e+00 2.387615268679103148e-02
1.385534324935859818e+00 2.389701796039983214e-02
1.385633503884794893e+00 2.391789649184594690e-02
1.385732682833729967e+00 2.393878828854807336e-02
1.385831861782665264e+00 2.395969335798272398e-02
1.385931040731600339e+00 2.398061170768383404e-02
1.386030219680535414e+00 2.400154334524285532e-02
1.386129398629470710e+00 2.402248827830840219e-02
1.386228577578406007e+00 2.404344651458591164e-02
1.386327756527341082e+00 2.406441806183756346e-02
1.386426935476276157e+00 2.408540292788209289e-02
1.386526114425211453e+00 2.410640112059452000e-02
1.386625293374146528e+00 2.412741264790571605e-02
1.386724472323081603e+00 2.414843751780250056e-02
1.386823651272016900e+00 2.416947573832727361e-02
1.386922830220952196e+00 2.419052731757760297e-02
1.387022009169887271e+00 2.421159226370617895e-02
1.387121188118822346e+00 2.423267058492055426e-02
1.387220367067757643e+00 2.425376228948289761e-02
1.387319546016692717e+00 2.427486738570952540e-02
1.387418724965627792e+00 2.429598588197097106e-02
1.387517903914563089e+00 2.431711778669156873e-02
1.387617082863498386e+00 2.433826310834908899e-02
1.387716261812433460e+00 2.435942185547460351e-02
1.387815440761368535e+00 2.438059403665226652e-02
1.387914619710303832e+00 2.440177966051899211e-02
1.388013798659239129e+00 2.442297873576405876e-02
1.388112977608173981e+00 2.444419127112889070e-02
1.388212156557109278e+00 2.446541727540713432e-02
1.388311335506044575e+00 2.448665675744376644e-02
1.388410514454979650e+00 2.450790972613517416e-02
1.388509693403914724e+00 2.452917619042892239e-02
1.388608872352850021e+00 2.455045615932334793e-02
1.388708051301785318e+00 2.457174964186720906e-02
1.388807230250720171e+00 2.459305664715940101e-02
1.388906409199655467e+00 2.461437718434902888e-02
1.389005588148590764e+00 2.463571126263451247e-02
1.389104767097525839e+00 2.465705889126366956e-02
1.389203946046460914e+00 2.467842007953340022e-02
1.389303124995396210e+00 2.469979483678933635e-02
1.389402303944331507e+00 2.472118317242543231e-02
1.389501482893266582e+00 2.474258509588374289e-02
1.389600661842201657e+00 2.476400061665422897e-02
1.389699840791136953e+00 2.478542974427431003e-02
1.389799019740072028e+00 2.480687248832848593e-02
1.389898198689007103e+00 2.482832885844823978e-02
1.389997377637942400e+00 2.484979886431160426e-02
1.390096556586877696e+00 2.487128251564277304e-02
1.390195735535812771e+00 2.489277982221182670e-02
1.390294914484747846e+00 2.491429079383456618e-02
1.390394093433683143e+00 2.493581544037204098e-02
1.390493272382618217e+00 2.495735377173014316e-02
1.390592451331553292e+00 2.497890579785950679e-02
1.390691630280488589e+00 2.500047152875509507e-02
1.390790809229423886e+00 2.502205097445573193e-02
1.390889988178358960e+00 2.504364414504389388e-02
1.390989167127294035e+00 2.506525105064547412e-02
1.391088346076229332e+00 2.508687170142935921e-02
1.391187525025164407e+00 2.510850610760696072e-02
1.391286703974099481e+00 2.513015427943211810e-02
1.391385882923034778e+00 2.515181622720067539e-02
1.391485061871970075e+00 2.517349196125008223e-02
1.391584240820905150e+00 2.519518149195902265e-02
1.391683419769840224e+00 2.521688482974731790e-02
1.391782598718775521e+00 2.523860198507541300e-02
1.391881777667710818e+00 2.526033296844397077e-02
1.391980956616645670e+00 2.528207779039354577e-02
1.392080135565580967e+00 2.530383646150463281e-02
1.392179314514516264e+00 2.532560899239669552e-02
1.392278493463451339e+00 2.534739539372821149e-02
1.392377672412386413e+00 2.536919567619634955e-02
1.392476851361321710e+00 2.539100985053650839e-02
1.392576030310257007e+00 2.541283792752192447e-02
1.392675209259191860e+00 2.543467991796335287e-02
1.392774388208127156e+00 2.545653583270906031e-02
1.392873567157062453e+00 2.547840568264389538e-02
1.392972746105997528e+00 2.550028947868929197e-02
1.393071925054932603e+00 2.552218723180297785e-02
1.393171104003867899e+00 2.554409895297850633e-02
1.393270282952803196e+00 2.556602465324483986e-02
1.393369461901738271e+00 2.558796434366609335e-02
1.393468640850673346e+00 2.560991803534128086e-02
1.393567819799608642e+00 2.563188573940387502e-02
1.393666998748543717e+00 2.565386746702128309e-02
1.393766177697478792e+00 2.567586322939488172e-02
1.393865356646414089e+00 2.569787303775942361e-02
1.393964535595349385e+00 2.571989690338263163e-02
1.394063714544284460e+00 2.574193483756498022e-02
1.394162893493219535e+00 2.576398685163940397e-02
1.394262072442154832e+00 2.578605295697088476e-02
1.394361251391089906e+00 2.580813316495592091e-02
1.394460430340024981e+00 2.583022748702253416e-02
1.394559609288960278e+00 2.585233593462971449e-02
1.394658788237895575e+00 2.587445851926702123e-02
1.394757967186830649e+00 2.589659525245433316e-02
1.394857146135765724e+00 2.591874614574157798e-02
1.394956325084701021e+00 2.594091121070830896e-02
1.395055504033636096e+00 2.596309045896322623e-02
1.395154682982571170e+00 2.598528390214409692e-02
1.395253861931506467e+00 2.600749155191730416e-02
1.395353040880441764e+00 2.602971341997737525e-02
1.395452219829376839e+00 2.605194951804677000e-02
1.395551398778311913e+00 2.607419985787561012e-02
1.395650577727247210e+00 2.609646445124127676e-02
1.395749756676182507e+00 2.611874330994793519e-02
1.395848935625117360e+00 2.614103644582628505e-02
1.395948114574052656e+00 2.616334387073354639e-02
1.396047293522987953e+00 2.618566559655255421e-02
1.396146472471923028e+00 2.620800163519172027e-02
1.396245651420858103e+00 2.623035199858482491e-02
1.396344830369793399e+00 2.625271669869053137e-02
1.396444009318728696e+00 2.627509574749197288e-02
1.396543188267663549e+00 2.629748915699647860e-02
1.396642367216598846e+00 2.631989693923559095e-02
1.396741546165534142e+00 2.634231910626413237e-02
1.396840725114469217e+00 2.636475567016023300e-02
1.396939904063404292e+00 2.638720664302508095e-02
1.397039083012339589e+00 2.640967203698244697e-02
1.397138261961274885e+00 2.643215186417832707e-02
1.397237440910209960e+00 2.645464613678066498e-02
1.397336619859145035e+00 2.647715486697916829e-02
1.397435798808080332e+00 2.649967806698489206e-02
1.397534977757015406e+00 2.652221574902974624e-02
1.397634156705950481e+00 2.654476792536652335e-02
1.397733335654885778e+00 2.656733460826838158e-02
1.397832514603821075e+00 2.658991581002848742e-02
1.397931693552756149e+00 2.661251154295977972e-02
1.398030872501691224e+00 2.663512181939476850e-02
1.398130051450626521e+00 2.665774665168512553e-02
1.398229230399561596e+00 2.668038605220123677e-02
1.398328409348496670e+00 2.670304003333219198e-02
1.398427588297431967e+00 2.672570860748533714e-02
1.398526767246367264e+00 2.674839178708588242e-02
1.398625946195302339e+00 2.677108958457671481e-02
1.398725125144237413e+00 2.679380201241817958e-02
1.398824304093172710e+00 2.681652908308770553e-02
1.398923483042107785e+00 2.683927080907933319e-02
1.399022661991042860e+00 2.686202720290379459e-02
1.399121840939978156e+00 2.688479827708799633e-02
1.399221019888913453e+00 2.690758404417470384e-02
1.399320198837848528e+00 2.693038451672230896e-02
1.399419377786783603e+00 2.695319970730467377e-02
1.399518556735718899e+00 2.697602962851074551e-02
1.399617735684654196e+00 2.699887429294418190e-02
1.399716914633589049e+00 2.702173371322314985e-02
1.399816093582524346e+00 2.704460790198035328e-02
1.399915272531459642e+00 2.706749687186220041e-02
1.400014451480394717e+00 2.709040063552890093e-02
1.400113630429329792e+00 2.711331920565421966e-02
1.400212809378265089e+00 2.713625259492511571e-02
1.400311988327200385e+00 2.715920081604141639e-02
1.400411167276135238e+00 2.718216388171553963e-02
1.400510346225070535e+00 2.720514180467269866e-02
1.400609525174005832e+00 2.722813459764994101e-02
1.400708704122940906e+00 2.725114227339631504e-02
1.400807883071875981e+00 2.727416484467262703e-02
1.400907062020811278e+00 2.729720232425114981e-02
1.401006240969746575e+00 2.732025472491522375e-02
1.401105419918681649e+00 2.734332205945915958e-02
1.401204598867616724e+00 2.736640434068807540e-02
1.401303777816552021e+00 2.738950158141757740e-02
1.401402956765487096e+00 2.741261379447336444e-02
1.401502135714422170e+00 2.743574099269129041e-02
1.401601314663357467e+00 2.745888318891702429e-02
1.401700493612292764e+00 2.748204039600568582e-02
1.401799672561227839e+00 2.750521262682174492e-02
1.401898851510162913e+00 2.752839989423889674e-02
1.401998030459098210e+00 2.755160221113973559e-02
1.402097209408033285e+00 2.757481959041539407e-02
1.402196388356968360e+00 2.759805204496566799e-02
1.402295567305903656e+00 2.762129958769860005e-02
1.402394746254838953e+00 2.764456223153021266e-02
1.402493925203774028e+00 2.766783998938437267e-02
1.402593104152709103e+00 2.769113287419273581e-02
1.402692283101644399e+00 2.771444089889443796e-02
1.402791462050579474e+00 2.773776407643567185e-02
1.402890640999514549e+00 2.776110241976994381e-02
1.402989819948449846e+00 2.778445594185759843e-02
1.403088998897385142e+00 2.780782465566559655e-02
1.403188177846320217e+00 2.783120857416741464e-02
1.403287356795255292e+00 2.785460771034299621e-02
1.403386535744190589e+00 2.787802207717841527e-02
1.403485714693125885e+00 2.790145168766565084e-02
1.403584893642060738e+00 2.792489655480244123e-02
1.403684072590996035e+00 2.794835669159247485e-02
1.403783251539931332e+00 2.797183211104461997e-02
1.403882430488866406e+00 2.799532282617309131e-02
1.403981609437801481e+00 2.801882884999740142e-02
1.404080788386736778e+00 2.804235019554202069e-02
1.404179967335672075e+00 2.806588687583617611e-02
1.404279146284606927e+00 2.808943890391374723e-02
1.404378325233542224e+00 2.811300629281342917e-02
1.404477504182477521e+00 2.813658905557804221e-02
1.404576683131412596e+00 2.816018720525467756e-02
1.404675862080347670e+00 2.818380075489466605e-02
1.404775041029282967e+00 2.820742971755329023e-02
1.404874219978218264e+00 2.823107410628960048e-02
1.404973398927153339e+00 2.825473393416631784e-02
1.405072577876088413e+00 2.827840921424987219e-02
1.405171756825023710e+00 2.830209995961012817e-02
1.405270935773958785e+00 2.832580618332014230e-02
1.405370114722893859e+00 2.834952789845631566e-02
1.405469293671829156e+00 2.837326511809816487e-02
1.405568472620764453e+00 2.839701785532806888e-02
1.405667651569699528e+00 2.842078612323126544e-02
1.405766830518634602e+00 2.844456993489588234e-02
1.405866009467569899e+00 2.846836930341265989e-02
1.405965188416504974e+00 2.849218424187477047e-02
1.406064367365440049e+00 2.851601476337794691e-02
1.406163546314375346e+00 2.853986088102034024e-02
1.406262725263310642e+00 2.856372260790218318e-02
1.406361904212245717e+00 2.858759995712592539e-02
1.406461083161180792e+00 2.861149294179618496e-02
1.406560262110116089e+00 2.863540157501956104e-02
1.406659441059051163e+00 2.865932586990441525e-02
1.406758620007986238e+00 2.868326583956110412e-02
1.406857798956921535e+00 2.870722149710172241e-02
1.406956977905856832e+00 2.873119285563994346e-02
1.407056156854791906e+00 2.875517992829103309e-02
1.407155335803726981e+00 2.877918272817193979e-02
1.407254514752662278e+00 2.880320126840103107e-02
1.407353693701597352e+00 2.882723556209795465e-02
1.407452872650532427e+00 2.885128562238384320e-02
1.407552051599467724e+00 2.887535146238114775e-02
1.407651230548403021e+00 2.889943309521341916e-02
1.407750409497338095e+00 2.892353053400539484e-02
1.407849588446273170e+00 2.894764379188306119e-02
1.407948767395208467e+00 2.897177288197346975e-02
1.408047946344143764e+00 2.899591781740461574e-02
1.408147125293078616e+00 2.902007861130543806e-02
1.408246304242013913e+00 2.904425527680614544e-02
1.408345483190949210e+00 2.906844782703755029e-02
1.408444662139884285e+00 2.909265627513140870e-02
1.408543841088819359e+00 2.911688063422042741e-02
1.408643020037754656e+00 2.914112091743814928e-02
1.408742198986689953e+00 2.916537713791880412e-02
1.408841377935625028e+00 2.918964930879739891e-02
1.408940556884560102e+00 2.921393744320980451e-02
1.409039735833495399e+00 2.923824155429259261e-02
1.409138914782430474e+00 2.926256165518294552e-02
1.409238093731365549e+00 2.928689775901887477e-02
1.409337272680300845e+00 2.931124987893908920e-02
1.409436451629236142e+00 2.933561802808286670e-02
1.409535630578171217e+00 2.936000221959017553e-02
1.409634809527106292e+00 2.938440246660174032e-02
1.409733988476041588e+00 2.940881878225896570e-02
1.409833167424976663e+00 2.943325117970376631e-02
1.409932346373911738e+00 2.945769967207886170e-02
1.410031525322847035e+00 2.948216427252768265e-02
1.410130704271782331e+00 2.950664499419421161e-02
1.410229883220717406e+00 2.953114185022309365e-02
1.410329062169652481e+00 2.955565485375983431e-02
1.410428241118587778e+00 2.958018401795061911e-02
1.410527420067522852e+00 2.960472935594217828e-02
1.410626599016457927e+00 2.962929088088219962e-02
1.410725777965393224e+00 2.965386860591910645e-02
1.410824956914328521e+00 2.967846254420199517e-02
1.410924135863263595e+00 2.970307270888078444e-02
1.411023314812198670e+00 2.972769911310631924e-02
1.411122493761133967e+00 2.975234177003032582e-02
1.411221672710069042e+00 2.977700069280523471e-02
1.411320851659004116e+00 2.980167589458457278e-02
1.411420030607939413e+00 2.982636738852284183e-02
1.411519209556874710e+00 2.985107518777537980e-02
1.411618388505809785e+00 2.987579930549857932e-02
1.411717567454744859e+00 2.990053975484999876e-02
1.411816746403680156e+00 2.992529654898831715e-02
1.411915925352615453e+00 2.995006970107322308e-02
1.412015104301550306e+00 2.997485922426556398e-02
1.412114283250485602e+00 2.999966513172771729e-02
1.412213462199420899e+00 3.002448743662305616e-02
1.412312641148355974e+00 3.004932615211631033e-02
1.412411820097291049e+00 3.007418129137369098e-02
1.412510999046226345e+00 3.009905286756287685e-02
1.412610177995161642e+00 3.012394089385289978e-02
1.412709356944096717e+00 3.014884538341431122e-02
1.412808535893031792e+00 3.017376634941940083e-02
1.412907714841967088e+00 3.019870380504208890e-02
1.413006893790902163e+00 3.022365776345784655e-02
1.413106072739837238e+00 3.024862823784408086e-02
1.413205251688772535e+00 3.027361524138002732e-02
1.413304430637707831e+00 3.029861878724671512e-02
1.413403609586642906e+00 3.032363888862711632e-02
1.413502788535577981e+00 3.034867555870635059e-02
1.413601967484513278e+00 3.037372881067160885e-02
1.413701146433448352e+00 3.039879865771208042e-02
1.413800325382383427e+00 3.042388511301936591e-02
1.413899504331318724e+00 3.044898818978730715e-02
1.413998683280254021e+00 3.047410790121205318e-02
1.414097862229189095e+00 3.049924426049215043e-02
1.414197041178124170e+00 3.052439728082879944e-02
1.414296220127059467e+00 3.054956697542573346e-02
1.414395399075994542e+00 3.057475335748921150e-02
1.414494578024929616e+00 3.059995644022837566e-02
1.414593756973864913e+00 3.062517623685516790e-02
1.414692935922800210e+00 3.065041276058430575e-02
1.414792114871735285e+00 3.067566602463346961e-02
1.414891293820670359e+00 3.070093604222347630e-02
1.414990472769605656e+00 3.072622282657826859e-02
1.415089651718540731e+00 3.075152639092479726e-02
1.415188830667475806e+00 3.077684674849347213e-02
1.415288009616411102e+00 3.080218391251806145e-02
1.415387188565346399e+00 3.082753789623562252e-02
1.415486367514281474e+00 3.085290871288676878e-02
1.415585546463216549e+00 3.087829637571579480e-02
1.415684725412151845e+00 3.090370089797067274e-02
1.415783904361087142e+00 3.092912229290305237e-02
1.415883083310021995e+00 3.095456057376834783e-02
1.415982262258957292e+00 3.098001575382622677e-02
1.416081441207892588e+00 3.100548784634006919e-02
1.416180620156827663e+00 3.103097686457735940e-02
1.416279799105762738e+00 3.105648282180991163e-02
1.416378978054698035e+00 3.108200573131374850e-02
1.416478157003633331e+00 3.110754560636919130e-02
1.416577335952568406e+00 3.113310246026094671e-02
1.416676514901503481e+00 3.115867630627833923e-02
1.416775693850438778e+00 3.118426715771532506e-02
1.416874872799373852e+00 3.120987502787033255e-02
1.416974051748308927e+00 3.123549993004674091e-02
1.417073230697244224e+00 3.126114187755278662e-02
1.417172409646179521e+00 3.128680088370151130e-02
1.417271588595114595e+00 3.131247696181096302e-02
1.417370767544049670e+00 3.133817012520440787e-02
1.417469946492984967e+00 3.136388038721030225e-02
1.417569125441920042e+00 3.138960776116216100e-02
1.417668304390855116e+00 3.141535226039904316e-02
1.417767483339790413e+00 3.144111389826542702e-02
1.417866662288725710e+00 3.146689268811115464e-02
1.417965841237660785e+00 3.149268864329170942e-02
1.418065020186595859e+00 3.151850177716828544e-02
1.418164199135531156e+00 3.154433210310788466e-02
1.418263378084466231e+00 3.157017963448313647e-02
1.418362557033401306e+00 3.159604438467274179e-02
1.418461735982336602e+00 3.162192636706136900e-02
1.418560914931271899e+00 3.164782559503967474e-02
1.418660093880206974e+00 3.167374208200440799e-02
1.418759272829142049e+00 3.169967584135865296e-02
1.418858451778077345e+00 3.172562688651179436e-02
1.418957630727012420e+00 3.175159523087939251e-02
1.419056809675947495e+00 3.177758088788360663e-02
1.419155988624882792e+00 3.180358387095309075e-02
1.419255167573818088e+00 3.182960419352299369e-02
1.419354346522753163e+00 3.185564186903506317e-02
1.419453525471688238e+00 3.188169691093793029e-02
1.419552704420623535e+00 3.190776933268694993e-02
1.419651883369558831e+00 3.193385914774426321e-02
1.419751062318493684e+00 3.195996636957883219e-02
1.419850241267428981e+00 3.198609101166696722e-02
1.419949420216364278e+00 3.201223308749167468e-02
1.420048599165299352e+00 3.203839261054309412e-02
1.420147778114234427e+00 3.206456959431871340e-02
1.420246957063169724e+00 3.209076405232318130e-02
1.420346136012105021e+00 3.211697599806834225e-02
1.420445314961040095e+00 3.214320544507341670e-02
1.420544493909975170e+00 3.216945240686508445e-02
1.420643672858910467e+00 3.219571689697749844e-02
1.420742851807845542e+00 3.222199892895218076e-02
1.420842030756780616e+00 3.224829851633833483e-02
1.420941209705715913e+00 3.227461567269280379e-02
1.421040388654651210e+00 3.230095041157995950e-02
1.421139567603586285e+00 3.232730274657188985e-02
1.421238746552521359e+00 3.235367269124851675e-02
1.421337925501456656e+00 3.238006025919761000e-02
1.421437104450391731e+00 3.240646546401455830e-02
1.421536283399326805e+00 3.243288831930278560e-02
1.421635462348262102e+00 3.245932883867368862e-02
1.421734641297197399e+00 3.248578703574645649e-02
1.421833820246132474e+00 3.251226292414826496e-02
1.421932999195067548e+00 3.253875651751444303e-02
1.422032178144002845e+00 3.256526782948837573e-02
1.422131357092937920e+00 3.259179687372133066e-02
1.422230536041872995e+00 3.261834366387285356e-02
1.422329714990808291e+00 3.264490821361067108e-02
1.422428893939743588e+00 3.267149053661050351e-02
1.422528072888678663e+00 3.269809064655626596e-02
1.422627251837613738e+00 3.272470855714022797e-02
1.422726430786549034e+00 3.275134428206281922e-02
1.422825609735484109e+00 3.277799783503256015e-02
1.422924788684419184e+00 3.280466922976640887e-02
1.423023967633354481e+00 3.283135847998952528e-02
1.423123146582289777e+00 3.285806559943530575e-02
1.423222325531224852e+00 3.288479060184535535e-02
1.423321504480159927e+00 3.291153350096971686e-02
1.423420683429095224e+00 3.293829431056670420e-02
1.423519862378030520e+00 3.296507304440281921e-02
1.423619041326965373e+00 3.299186971625274467e-02
1.423718220275900670e+00 3.301868433989985779e-02
1.423817399224835967e+00 3.304551692913542532e-02
1.423916578173771041e+00 3.307236749775904067e-02
1.424015757122706116e+00 3.309923605957870718e-02
1.424114936071641413e+00 3.312612262841062305e-02
1.424214115020576710e+00 3.315302721807913966e-02
1.424313293969511784e+00 3.317994984241679629e-02
1.424412472918446859e+00 3.320689051526447277e-02
1.424511651867382156e+00 3.323384925047120214e-02
1.424610830816317231e+00 3.326082606189398327e-02
1.424710009765252305e+00 3.328782096339812785e-02
1.424809188714187602e+00 3.331483396885701748e-02
1.424908367663122899e+00 3.334186509215200656e-02
1.425007546612057974e+00 3.336891434717244309e-02
1.425106725560993048e+00 3.339598174781577972e-02
