ID,version,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,GAIA,APASS,KIC,objType,typeSrc,ra,dec,POSflag,pmRA,e_pmRA,pmDEC,e_pmDEC,PMflag,plx,e_plx,PARflag,gallong,gallat,eclong,eclat,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,TWOMflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,GAIAmag,e_GAIAmag,Tmag,e_Tmag,TESSflag,SPFlag,Teff,e_Teff,logg,e_logg,MH,e_MH,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareFlag,VmagFlag,BmagFlag,splists,e_RA,e_Dec,RA_orig,Dec_orig,e_RA_orig,e_Dec_orig,raddflag,wdflag,objID
170729775,20190415,,7041-01581-1,278-005142,04315623-3427189,,J043156.24-342719.6,4870809920906672384,15084271,,STAR,tmgaia2,67.9843187510973,-34.4552806504687,tmgaia2,10.0007,0.0358738,-58.5303,0.0526872,gaia2,6.34925,0.0236103,gaia2,236.031474063971,-42.6556200524297,57.0189749715576,-55.4018397487228,11.003,0.077,10.416,0.005,,,,,,,,,,,9.407,0.026,9.149,0.027,9.073,0.025,AAA-222-111-000-0-0,,9.006,0.024,9.037,0.021,8.987,0.028,8.406,0.215,10.2924,0.00031,9.8999,0.006,rered,gaia2,6054,128.516,4.42593,0.0779103,,,1.07798,0.0488191,1.13,0.144374,0.902087,0.189592,DWARF,1.40632045,0.05420165,156.786,0.5845,0.00738027,0.0105623854,45,0.000356543082,,,0.002732049,0.00870547,0.0124193,schlegel,0.141877,0.14687,0.0466055,0.0510327,0.155365,0.223819,0.0791677,0.0766529,0.0606013,0.047802,0.582,0.587,bj2018,130.59,126.443,dered,10.6008,0.000764,9.85579,0.001372,1,,tycho2v3,tycho2b3,,0.58239737174036,0.816969798523728,67.9843709706461,-34.4555326559402,0.016532690048953,0.022799471865378,1,0,525736811
